"","MULakeNumber","waterBody","samplingSite","Date","Time","beginDepth","endDepth_m","parameterType","unit","parameterValue","parameterValueQCCodeDesc","parValueUSA","unitUSA"
"8059","016","Timberline","Timberline 1","2021-05-01","13:00:00","0",0,"TP","ug/L",19,NA,0.019,"mg/L"
"8060","016","Timberline","Timberline 1","2021-05-22","09:00:00","0",0,"SECCHI","m",2.1,NA,6.8897637795,"ft"
"8061","016","Timberline","Timberline 1","2021-05-22","09:00:00","0",0,"CHL_A_COR","ug/L",5.3,NA,0.0053,"mg/L"
"8062","016","Timberline","Timberline 1","2021-05-22","09:00:00","0",0,"CHL_A_COR","ug/L",5.5,NA,0.0055,"mg/L"
"8063","016","Timberline","Timberline 1","2021-05-22","09:00:00","0",0,"TN","ug/L",230,NA,0.23,"mg/L"
"8064","016","Timberline","Timberline 1","2021-05-22","09:00:00","0",0,"TN","ug/L",330,NA,0.33,"mg/L"
"8065","016","Timberline","Timberline 1","2021-05-22","09:00:00","0",0,"TP","ug/L",7,NA,0.007,"mg/L"
"8066","016","Timberline","Timberline 1","2021-06-10",NA,"0",0,"SECCHI","m",3.5,NA,11.4829396325,"ft"
"8067","016","Timberline","Timberline 1","2021-06-10",NA,"0",0,"CHL_A_COR","ug/L",3.3,NA,0.0033,"mg/L"
"8068","016","Timberline","Timberline 1","2021-06-10",NA,"0",0,"TN","ug/L",200,NA,0.2,"mg/L"
"8069","016","Timberline","Timberline 1","2021-06-10",NA,"0",0,"TN","ug/L",240,NA,0.24,"mg/L"
"8070","016","Timberline","Timberline 1","2021-06-10",NA,"0",0,"TP","ug/L",4,NA,0.004,"mg/L"
"8071","016","Timberline","Timberline 1","2021-07-02","15:15:00","0",0,"SECCHI","m",5,NA,16.404199475,"ft"
"8072","016","Timberline","Timberline 1","2021-07-02","15:15:00","0",0,"CHL_A_COR","ug/L",1.8,NA,0.0018,"mg/L"
"8073","016","Timberline","Timberline 1","2021-07-02","15:15:00","0",0,"CHL_A_COR","ug/L",2,NA,0.002,"mg/L"
"8074","016","Timberline","Timberline 1","2021-07-02","15:15:00","0",0,"TN","ug/L",190,NA,0.19,"mg/L"
"8075","016","Timberline","Timberline 1","2021-07-02","15:15:00","0",0,"TP","ug/L",4,NA,0.004,"mg/L"
"8076","016","Timberline","Timberline 1","2021-07-24","10:00:00","0",0,"SECCHI","m",5.9,NA,19.3569553805,"ft"
"8077","016","Timberline","Timberline 1","2021-07-24","10:00:00","0",0,"CHL_A_COR","ug/L",1.1,NA,0.0011,"mg/L"
"8078","016","Timberline","Timberline 1","2021-07-24","10:00:00","0",0,"CHL_A_COR","ug/L",1.3,NA,0.0013,"mg/L"
"8079","016","Timberline","Timberline 1","2021-07-24","10:00:00","0",0,"TN","ug/L",170,NA,0.17,"mg/L"
"8080","016","Timberline","Timberline 1","2021-07-24","10:00:00","0",0,"TN","ug/L",180,NA,0.18,"mg/L"
"8081","016","Timberline","Timberline 1","2021-07-24","10:00:00","0",0,"TP","ug/L",4,NA,0.004,"mg/L"
"8082","016","Timberline","Timberline 1","2021-08-08","15:30:00","0",0,"SECCHI","m",5.6,NA,18.372703412,"ft"
"8083","016","Timberline","Timberline 1","2021-08-08","15:30:00","0",0,"CHL_A_COR","ug/L",1.1,NA,0.0011,"mg/L"
"8084","016","Timberline","Timberline 1","2021-08-08","15:30:00","0",0,"CHL_A_COR","ug/L",1.3,NA,0.0013,"mg/L"
"8085","016","Timberline","Timberline 1","2021-08-08","15:30:00","0",0,"TN","ug/L",160,NA,0.16,"mg/L"
"8086","016","Timberline","Timberline 1","2021-08-08","15:30:00","0",0,"TN","ug/L",200,NA,0.2,"mg/L"
"8087","016","Timberline","Timberline 1","2021-08-08","15:30:00","0",0,"TP","ug/L",3,NA,0.003,"mg/L"
"8088","016","Timberline","Timberline 1","2021-09-03","13:45:00","0",0,"SECCHI","m",6.2,NA,20.341207349,"ft"
"8089","016","Timberline","Timberline 1","2021-09-03","13:45:00","0",0,"CHL_A_COR","ug/L",1.1,NA,0.0011,"mg/L"
"8090","016","Timberline","Timberline 1","2021-09-03","13:45:00","0",0,"TN","ug/L",130,NA,0.13,"mg/L"
"8091","016","Timberline","Timberline 1","2021-09-03","13:45:00","0",0,"TN","ug/L",180,NA,0.18,"mg/L"
"8092","016","Timberline","Timberline 1","2021-09-03","13:45:00","0",0,"TP","ug/L",3,NA,0.003,"mg/L"
"8093","016","Timberline","Timberline 1","2021-09-25","13:30:00","0",0,"SECCHI","m",5.9,NA,19.3569553805,"ft"
"8094","016","Timberline","Timberline 1","2021-09-25","13:30:00","0",0,"CHL_A_COR","ug/L",2.1,NA,0.0021,"mg/L"
"8095","016","Timberline","Timberline 1","2021-09-25","13:30:00","0",0,"CHL_A_COR","ug/L",2.3,NA,0.0023,"mg/L"
"8096","016","Timberline","Timberline 1","2021-09-25","13:30:00","0",0,"TN","ug/L",110,NA,0.11,"mg/L"
"8097","016","Timberline","Timberline 1","2021-09-25","13:30:00","0",0,"TN","ug/L",200,NA,0.2,"mg/L"
"8098","016","Timberline","Timberline 1","2021-09-25","13:30:00","0",0,"TP","ug/L",5,NA,0.005,"mg/L"
"8099","016","Timberline","Timberline 1","2021-09-25","13:30:00","0",0,"TP","ug/L",6,NA,0.006,"mg/L"
"8100","018","Capri","Capri 1","2021-06-07","15:50:00","0",0,"SECCHI","m",4.16,NA,13.6482939632,"ft"
"8101","018","Capri","Capri 1","2021-06-07","15:50:00","0",0,"TN","ug/L",290,NA,0.29,"mg/L"
"8102","018","Capri","Capri 1","2021-06-07","15:50:00","0",0,"TN","ug/L",310,NA,0.31,"mg/L"
"8103","018","Capri","Capri 1","2021-06-07","15:50:00","0",0,"TP","ug/L",2,NA,0.002,"mg/L"
"8104","018","Capri","Capri 1","2021-06-07","15:50:00","0",0,"TP","ug/L",3,NA,0.003,"mg/L"
"8105","018","Capri","Capri 1","2021-06-07","15:50:00","0",0,"CHL_A_COR","ug/L",1.3,NA,0.0013,"mg/L"
"8106","018","Capri","Capri 1","2021-06-07","15:50:00","0",0,"CHL_A_COR","ug/L",1.4,NA,0.0014,"mg/L"
"8107","018","Capri","Capri 1","2021-06-28","16:48:00","0",0,"SECCHI","m",2.98,NA,9.7769028871,"ft"
"8108","018","Capri","Capri 1","2021-06-28","16:48:00","0",0,"TN","ug/L",190,NA,0.19,"mg/L"
"8109","018","Capri","Capri 1","2021-06-28","16:48:00","0",0,"TN","ug/L",240,NA,0.24,"mg/L"
"8110","018","Capri","Capri 1","2021-06-28","16:48:00","0",0,"TN","ug/L",330,NA,0.33,"mg/L"
"8111","018","Capri","Capri 1","2021-06-28","16:48:00","0",0,"TP","ug/L",5,NA,0.005,"mg/L"
"8112","018","Capri","Capri 1","2021-06-28","16:48:00","0",0,"TP","ug/L",7,NA,0.007,"mg/L"
"8113","018","Capri","Capri 1","2021-06-28","16:48:00","0",0,"TP","ug/L",8,NA,0.008,"mg/L"
"8114","018","Capri","Capri 1","2021-06-28","16:48:00","0",0,"CHL_A_COR","ug/L",1,NA,0.001,"mg/L"
"8115","018","Capri","Capri 1","2021-06-28","16:48:00","0",0,"CHL_A_COR","ug/L",1.1,NA,0.0011,"mg/L"
"8116","018","Capri","Capri 1","2021-07-20","15:36:00","0",0,"SECCHI","m",2.57,NA,8.43175853015,"ft"
"8117","018","Capri","Capri 1","2021-07-20","15:36:00","0",0,"TN","ug/L",320,NA,0.32,"mg/L"
"8118","018","Capri","Capri 1","2021-07-20","15:36:00","0",0,"TN","ug/L",360,NA,0.36,"mg/L"
"8119","018","Capri","Capri 1","2021-07-20","15:36:00","0",0,"TN","ug/L",400,NA,0.4,"mg/L"
"8120","018","Capri","Capri 1","2021-07-20","15:36:00","0",0,"TP","ug/L",6,NA,0.006,"mg/L"
"8121","018","Capri","Capri 1","2021-07-20","15:36:00","0",0,"TP","ug/L",7,NA,0.007,"mg/L"
"8122","018","Capri","Capri 1","2021-07-20","15:36:00","0",0,"CHL_A_COR","ug/L",1.6,NA,0.0016,"mg/L"
"8123","018","Capri","Capri 1","2021-08-09","16:19:00","0",0,"SECCHI","m",5.69,NA,18.66797900255,"ft"
"8124","018","Capri","Capri 1","2021-08-09","16:19:00","0",0,"TN","ug/L",260,NA,0.26,"mg/L"
"8125","018","Capri","Capri 1","2021-08-09","16:19:00","0",0,"TN","ug/L",320,NA,0.32,"mg/L"
"8126","018","Capri","Capri 1","2021-08-09","16:19:00","0",0,"TN","ug/L",350,NA,0.35,"mg/L"
"8127","018","Capri","Capri 1","2021-08-09","16:19:00","0",0,"TP","ug/L",2,NA,0.002,"mg/L"
"8128","018","Capri","Capri 1","2021-08-09","16:19:00","0",0,"TP","ug/L",3,NA,0.003,"mg/L"
"8129","018","Capri","Capri 1","2021-08-09","16:19:00","0",0,"TP","ug/L",4,NA,0.004,"mg/L"
"8130","018","Capri","Capri 1","2021-08-09","16:19:00","0",0,"CHL_A_COR","ug/L",0.5,NA,5e-04,"mg/L"
"8131","018","Capri","Capri 1","2021-08-09","16:19:00","0",0,"CHL_A_COR","ug/L",0.6,NA,6e-04,"mg/L"
"8132","030","Wappapello","Wappapello 3","2021-05-11","10:45:00","0",0,"CHL_A_COR","ug/L",3.1,NA,0.0031,"mg/L"
"8133","030","Wappapello","Wappapello 3","2021-05-11","10:45:00","0",0,"CHL_A_COR","ug/L",3.9,NA,0.0039,"mg/L"
"8134","030","Wappapello","Wappapello 3","2021-05-11","10:45:00","0",0,"TN","ug/L",310,NA,0.31,"mg/L"
"8135","030","Wappapello","Wappapello 3","2021-05-11","10:45:00","0",0,"TN","ug/L",360,NA,0.36,"mg/L"
"8136","030","Wappapello","Wappapello 3","2021-05-11","10:45:00","0",0,"TP","ug/L",13,NA,0.013,"mg/L"
"8137","030","Wappapello","Wappapello 3","2021-05-11","10:45:00","0",0,"TP","ug/L",14,NA,0.014,"mg/L"
"8138","030","Wappapello","Wappapello 1","2021-05-13","13:00:00","0",0,"SECCHI","m",0.5,NA,1.6404199475,"ft"
"8139","030","Wappapello","Wappapello 2","2021-05-13","13:15:00","0",0,"SECCHI","m",0.8,NA,2.624671916,"ft"
"8140","030","Wappapello","Wappapello 1","2021-05-13","13:00:00","0",0,"CHL_A_COR","ug/L",16.9,NA,0.0169,"mg/L"
"8141","030","Wappapello","Wappapello 2","2021-05-13","13:15:00","0",0,"CHL_A_COR","ug/L",11.4,NA,0.0114,"mg/L"
"8142","030","Wappapello","Wappapello 2","2021-05-13","13:15:00","0",0,"CHL_A_COR","ug/L",11.9,NA,0.0119,"mg/L"
"8143","030","Wappapello","Wappapello 1","2021-05-13","13:00:00","0",0,"TN","ug/L",320,NA,0.32,"mg/L"
"8144","030","Wappapello","Wappapello 1","2021-05-13","13:00:00","0",0,"TN","ug/L",340,NA,0.34,"mg/L"
"8145","030","Wappapello","Wappapello 2","2021-05-13","13:15:00","0",0,"TN","ug/L",820,NA,0.82,"mg/L"
"8146","030","Wappapello","Wappapello 2","2021-05-13","13:15:00","0",0,"TN","ug/L",920,NA,0.92,"mg/L"
"8147","030","Wappapello","Wappapello 1","2021-05-13","13:00:00","0",0,"TP","ug/L",25,NA,0.025,"mg/L"
"8148","030","Wappapello","Wappapello 1","2021-05-13","13:00:00","0",0,"TP","ug/L",26,NA,0.026,"mg/L"
"8149","030","Wappapello","Wappapello 2","2021-05-13","13:15:00","0",0,"TP","ug/L",18,NA,0.018,"mg/L"
"8150","030","Wappapello","Wappapello 2","2021-05-13","13:15:00","0",0,"TP","ug/L",19,NA,0.019,"mg/L"
"8151","030","Wappapello","Wappapello 1","2021-05-27","11:20:00","0",0,"SECCHI","m",1.3,NA,4.2650918635,"ft"
"8152","030","Wappapello","Wappapello 2","2021-05-27","13:24:00","0",0,"SECCHI","m",0.6,NA,1.968503937,"ft"
"8153","030","Wappapello","Wappapello 1","2021-05-27","11:20:00","0",0,"CHL_A_COR","ug/L",6.8,NA,0.0068,"mg/L"
"8154","030","Wappapello","Wappapello 1","2021-05-27","11:20:00","0",0,"CHL_A_COR","ug/L",7.3,NA,0.0073,"mg/L"
"8155","030","Wappapello","Wappapello 2","2021-05-27","13:24:00","0",0,"CHL_A_COR","ug/L",13.3,NA,0.0133,"mg/L"
"8156","030","Wappapello","Wappapello 2","2021-05-27","13:24:00","0",0,"CHL_A_COR","ug/L",13.6,NA,0.0136,"mg/L"
"8157","030","Wappapello","Wappapello 3","2021-05-27","10:00:00","0",0,"CHL_A_COR","ug/L",4.4,NA,0.0044,"mg/L"
"8158","030","Wappapello","Wappapello 3","2021-05-27","10:00:00","0",0,"CHL_A_COR","ug/L",4.5,NA,0.0045,"mg/L"
"8159","030","Wappapello","Wappapello 1","2021-05-27","11:20:00","0",0,"TN","ug/L",170,"RPD or range or CV of replicates exceeds established control",0.17,"mg/L"
"8160","030","Wappapello","Wappapello 1","2021-05-27","11:20:00","0",0,"TN","ug/L",330,"RPD or range or CV of replicates exceeds established control",0.33,"mg/L"
"8161","030","Wappapello","Wappapello 2","2021-05-27","13:24:00","0",0,"TN","ug/L",320,NA,0.32,"mg/L"
"8162","030","Wappapello","Wappapello 3","2021-05-27","10:00:00","0",0,"TN","ug/L",110,"RPD or range or CV of replicates exceeds established control",0.11,"mg/L"
"8163","030","Wappapello","Wappapello 3","2021-05-27","10:00:00","0",0,"TN","ug/L",240,"RPD or range or CV of replicates exceeds established control",0.24,"mg/L"
"8164","030","Wappapello","Wappapello 1","2021-05-27","11:20:00","0",0,"TP","ug/L",15,NA,0.015,"mg/L"
"8165","030","Wappapello","Wappapello 1","2021-05-27","11:20:00","0",0,"TP","ug/L",16,NA,0.016,"mg/L"
"8166","030","Wappapello","Wappapello 2","2021-05-27","13:24:00","0",0,"TP","ug/L",30,NA,0.03,"mg/L"
"8167","030","Wappapello","Wappapello 2","2021-05-27","13:24:00","0",0,"TP","ug/L",32,NA,0.032,"mg/L"
"8168","030","Wappapello","Wappapello 3","2021-05-27","10:00:00","0",0,"TP","ug/L",13,NA,0.013,"mg/L"
"8169","030","Wappapello","Wappapello 1","2021-06-08","08:52:00","0",0,"SECCHI","m",0.96,NA,3.1496062992,"ft"
"8170","030","Wappapello","Wappapello 1","2021-06-08","08:52:00","0",0,"TN","ug/L",350,NA,0.35,"mg/L"
"8171","030","Wappapello","Wappapello 1","2021-06-08","08:52:00","0",0,"TN","ug/L",380,NA,0.38,"mg/L"
"8172","030","Wappapello","Wappapello 1","2021-06-08","08:52:00","0",0,"TN","ug/L",410,NA,0.41,"mg/L"
"8173","030","Wappapello","Wappapello 1","2021-06-08","08:52:00","0",0,"TP","ug/L",27,NA,0.027,"mg/L"
"8174","030","Wappapello","Wappapello 1","2021-06-08","08:52:00","0",0,"TP","ug/L",28,NA,0.028,"mg/L"
"8175","030","Wappapello","Wappapello 1","2021-06-08","08:52:00","0",0,"CHL_A_COR","ug/L",16.2,NA,0.0162,"mg/L"
"8176","030","Wappapello","Wappapello 1","2021-06-08","08:52:00","0",0,"CHL_A_COR","ug/L",16.3,NA,0.0163,"mg/L"
"8177","030","Wappapello","Wappapello 1","2021-06-29","08:09:00","0",0,"SECCHI","m",0.82,NA,2.6902887139,"ft"
"8178","030","Wappapello","Wappapello 1","2021-06-29","08:09:00","0",0,"TN","ug/L",390,NA,0.39,"mg/L"
"8179","030","Wappapello","Wappapello 1","2021-06-29","08:09:00","0",0,"TN","ug/L",420,NA,0.42,"mg/L"
"8180","030","Wappapello","Wappapello 1","2021-06-29","08:09:00","0",0,"TN","ug/L",450,NA,0.45,"mg/L"
"8181","030","Wappapello","Wappapello 1","2021-06-29","08:09:00","0",0,"TN","ug/L",460,NA,0.46,"mg/L"
"8182","030","Wappapello","Wappapello 1","2021-06-29","08:09:00","0",0,"TN","ug/L",510,NA,0.51,"mg/L"
"8183","030","Wappapello","Wappapello 1","2021-06-29","08:09:00","0",0,"TP","ug/L",28,NA,0.028,"mg/L"
"8184","030","Wappapello","Wappapello 1","2021-06-29","08:09:00","0",0,"TP","ug/L",32,NA,0.032,"mg/L"
"8185","030","Wappapello","Wappapello 1","2021-06-29","08:09:00","0",0,"TP","ug/L",33,NA,0.033,"mg/L"
"8186","030","Wappapello","Wappapello 1","2021-06-29","08:09:00","0",0,"CHL_A_COR","ug/L",17.4,NA,0.0174,"mg/L"
"8187","030","Wappapello","Wappapello 1","2021-06-29","08:09:00","0",0,"CHL_A_COR","ug/L",19.1,NA,0.0191,"mg/L"
"8188","030","Wappapello","Wappapello 3","2021-07-02","09:40:00","0",0,"CHL_A_COR","ug/L",3.3,NA,0.0033,"mg/L"
"8189","030","Wappapello","Wappapello 3","2021-07-02","09:40:00","0",0,"CHL_A_COR","ug/L",4.4,NA,0.0044,"mg/L"
"8190","030","Wappapello","Wappapello 3","2021-07-02","09:40:00","0",0,"TN","ug/L",280,NA,0.28,"mg/L"
"8191","030","Wappapello","Wappapello 3","2021-07-02","09:40:00","0",0,"TN","ug/L",290,NA,0.29,"mg/L"
"8192","030","Wappapello","Wappapello 3","2021-07-02","09:40:00","0",0,"TP","ug/L",18,NA,0.018,"mg/L"
"8193","030","Wappapello","Wappapello 3","2021-07-02","09:40:00","0",0,"TP","ug/L",21,NA,0.021,"mg/L"
"8194","030","Wappapello","Wappapello 1","2021-07-08","11:30:00","0",0,"SECCHI","m",0.7,NA,2.2965879265,"ft"
"8195","030","Wappapello","Wappapello 2","2021-07-08","10:45:00","0",0,"SECCHI","m",0.4,NA,1.312335958,"ft"
"8196","030","Wappapello","Wappapello 1","2021-07-08","11:30:00","0",0,"CHL_A_COR","ug/L",26.7,NA,0.0267,"mg/L"
"8197","030","Wappapello","Wappapello 2","2021-07-08","10:45:00","0",0,"CHL_A_COR","ug/L",33.5,NA,0.0335,"mg/L"
"8198","030","Wappapello","Wappapello 1","2021-07-08","11:30:00","0",0,"TN","ug/L",770,NA,0.77,"mg/L"
"8199","030","Wappapello","Wappapello 2","2021-07-08","10:45:00","0",0,"TN","ug/L",370,NA,0.37,"mg/L"
"8200","030","Wappapello","Wappapello 2","2021-07-08","10:45:00","0",0,"TN","ug/L",380,NA,0.38,"mg/L"
"8201","030","Wappapello","Wappapello 1","2021-07-08","11:30:00","0",0,"TP","ug/L",28,NA,0.028,"mg/L"
"8202","030","Wappapello","Wappapello 1","2021-07-08","11:30:00","0",0,"TP","ug/L",29,NA,0.029,"mg/L"
"8203","030","Wappapello","Wappapello 2","2021-07-08","10:45:00","0",0,"TP","ug/L",56,NA,0.056,"mg/L"
"8204","030","Wappapello","Wappapello 1","2021-07-21","08:24:00","0",0,"SECCHI","m",0.5,NA,1.6404199475,"ft"
"8205","030","Wappapello","Wappapello 1","2021-07-21","08:24:00","0",0,"TN","ug/L",600,NA,0.6,"mg/L"
"8206","030","Wappapello","Wappapello 1","2021-07-21","08:24:00","0",0,"TN","ug/L",610,NA,0.61,"mg/L"
"8207","030","Wappapello","Wappapello 1","2021-07-21","08:24:00","0",0,"TN","ug/L",620,NA,0.62,"mg/L"
"8208","030","Wappapello","Wappapello 1","2021-07-21","08:24:00","0",0,"TP","ug/L",57,NA,0.057,"mg/L"
"8209","030","Wappapello","Wappapello 1","2021-07-21","08:24:00","0",0,"TP","ug/L",58,NA,0.058,"mg/L"
"8210","030","Wappapello","Wappapello 1","2021-07-21","08:24:00","0",0,"TP","ug/L",60,NA,0.06,"mg/L"
"8211","030","Wappapello","Wappapello 1","2021-07-21","08:24:00","0",0,"CHL_A_COR","ug/L",45.1,NA,0.0451,"mg/L"
"8212","030","Wappapello","Wappapello 1","2021-07-21","08:24:00","0",0,"CHL_A_COR","ug/L",47.9,NA,0.0479,"mg/L"
"8213","030","Wappapello","Wappapello 1","2021-07-29","11:25:00","0",0,"SECCHI","m",0.6,NA,1.968503937,"ft"
"8214","030","Wappapello","Wappapello 2","2021-07-29","09:00:00","0",0,"SECCHI","m",0.3,NA,0.9842519685,"ft"
"8215","030","Wappapello","Wappapello 1","2021-07-29","11:25:00","0",0,"CHL_A_COR","ug/L",31.1,NA,0.0311,"mg/L"
"8216","030","Wappapello","Wappapello 2","2021-07-29","09:00:00","0",0,"CHL_A_COR","ug/L",34.4,NA,0.0344,"mg/L"
"8217","030","Wappapello","Wappapello 3","2021-07-29","09:00:00","0",0,"CHL_A_COR","ug/L",10.1,NA,0.0101,"mg/L"
"8218","030","Wappapello","Wappapello 3","2021-07-29","09:00:00","0",0,"CHL_A_COR","ug/L",10.9,NA,0.0109,"mg/L"
"8219","030","Wappapello","Wappapello 1","2021-07-29","11:25:00","0",0,"TN","ug/L",820,NA,0.82,"mg/L"
"8220","030","Wappapello","Wappapello 1","2021-07-29","11:25:00","0",0,"TN","ug/L",920,NA,0.92,"mg/L"
"8221","030","Wappapello","Wappapello 2","2021-07-29","09:00:00","0",0,"TN","ug/L",720,NA,0.72,"mg/L"
"8222","030","Wappapello","Wappapello 2","2021-07-29","09:00:00","0",0,"TN","ug/L",740,NA,0.74,"mg/L"
"8223","030","Wappapello","Wappapello 3","2021-07-29","09:00:00","0",0,"TN","ug/L",270,NA,0.27,"mg/L"
"8224","030","Wappapello","Wappapello 3","2021-07-29","09:00:00","0",0,"TN","ug/L",290,NA,0.29,"mg/L"
"8225","030","Wappapello","Wappapello 1","2021-07-29","11:25:00","0",0,"TP","ug/L",42,NA,0.042,"mg/L"
"8226","030","Wappapello","Wappapello 2","2021-07-29","09:00:00","0",0,"TP","ug/L",11,NA,0.011,"mg/L"
"8227","030","Wappapello","Wappapello 2","2021-07-29","09:00:00","0",0,"TP","ug/L",12,NA,0.012,"mg/L"
"8228","030","Wappapello","Wappapello 3","2021-07-29","09:00:00","0",0,"TP","ug/L",19,NA,0.019,"mg/L"
"8229","030","Wappapello","Wappapello 1","2021-08-10","08:09:00","0",0,"SECCHI","m",0.46,NA,1.5091863517,"ft"
"8230","030","Wappapello","Wappapello 1","2021-08-10","08:09:00","0",0,"TN","ug/L",770,NA,0.77,"mg/L"
"8231","030","Wappapello","Wappapello 1","2021-08-10","08:09:00","0",0,"TN","ug/L",830,NA,0.83,"mg/L"
"8232","030","Wappapello","Wappapello 1","2021-08-10","08:09:00","0",0,"TN","ug/L",840,NA,0.84,"mg/L"
"8233","030","Wappapello","Wappapello 1","2021-08-10","08:09:00","0",0,"TP","ug/L",68,NA,0.068,"mg/L"
"8234","030","Wappapello","Wappapello 1","2021-08-10","08:09:00","0",0,"TP","ug/L",69,NA,0.069,"mg/L"
"8235","030","Wappapello","Wappapello 1","2021-08-10","08:09:00","0",0,"TP","ug/L",74,NA,0.074,"mg/L"
"8236","030","Wappapello","Wappapello 1","2021-08-10","08:09:00","0",0,"CHL_A_COR","ug/L",48.5,NA,0.0485,"mg/L"
"8237","030","Wappapello","Wappapello 1","2021-08-10","08:09:00","0",0,"CHL_A_COR","ug/L",50.9,NA,0.0509,"mg/L"
"8238","032","Ripley","Ripley 1","2021-06-08","12:28:00","0",0,"SECCHI","m",2.52,NA,8.2677165354,"ft"
"8239","032","Ripley","Ripley 1","2021-06-08","12:28:00","0",0,"TN","ug/L",320,NA,0.32,"mg/L"
"8240","032","Ripley","Ripley 1","2021-06-08","12:28:00","0",0,"TN","ug/L",340,NA,0.34,"mg/L"
"8241","032","Ripley","Ripley 1","2021-06-08","12:28:00","0",0,"TP","ug/L",5,NA,0.005,"mg/L"
"8242","032","Ripley","Ripley 1","2021-06-08","12:28:00","0",0,"TP","ug/L",6,NA,0.006,"mg/L"
"8243","032","Ripley","Ripley 1","2021-06-08","12:28:00","0",0,"CHL_A_COR","ug/L",2.4,NA,0.0024,"mg/L"
"8244","032","Ripley","Ripley 1","2021-06-29","12:14:00","0",0,"SECCHI","m",2.3,NA,7.5459317585,"ft"
"8245","032","Ripley","Ripley 1","2021-06-29","12:14:00","0",0,"TN","ug/L",330,NA,0.33,"mg/L"
"8246","032","Ripley","Ripley 1","2021-06-29","12:14:00","0",0,"TN","ug/L",350,NA,0.35,"mg/L"
"8247","032","Ripley","Ripley 1","2021-06-29","12:14:00","0",0,"TN","ug/L",360,NA,0.36,"mg/L"
"8248","032","Ripley","Ripley 1","2021-06-29","12:14:00","0",0,"TP","ug/L",8,NA,0.008,"mg/L"
"8249","032","Ripley","Ripley 1","2021-06-29","12:14:00","0",0,"TP","ug/L",9,NA,0.009,"mg/L"
"8250","032","Ripley","Ripley 1","2021-06-29","12:14:00","0",0,"CHL_A_COR","ug/L",0.5,NA,5e-04,"mg/L"
"8251","032","Ripley","Ripley 1","2021-06-29","12:14:00","0",0,"CHL_A_COR","ug/L",1.4,NA,0.0014,"mg/L"
"8252","032","Ripley","Ripley 1","2021-07-21","11:45:00","0",0,"SECCHI","m",2.13,NA,6.98818897635,"ft"
"8253","032","Ripley","Ripley 1","2021-07-21","11:45:00","0",0,"TN","ug/L",290,NA,0.29,"mg/L"
"8254","032","Ripley","Ripley 1","2021-07-21","11:45:00","0",0,"TN","ug/L",300,NA,0.3,"mg/L"
"8255","032","Ripley","Ripley 1","2021-07-21","11:45:00","0",0,"TN","ug/L",350,NA,0.35,"mg/L"
"8256","032","Ripley","Ripley 1","2021-07-21","11:45:00","0",0,"TP","ug/L",8,NA,0.008,"mg/L"
"8257","032","Ripley","Ripley 1","2021-07-21","11:45:00","0",0,"TP","ug/L",10,NA,0.01,"mg/L"
"8258","032","Ripley","Ripley 1","2021-07-21","11:45:00","0",0,"TP","ug/L",11,NA,0.011,"mg/L"
"8259","032","Ripley","Ripley 1","2021-07-21","11:45:00","0",0,"CHL_A_COR","ug/L",2.7,NA,0.0027,"mg/L"
"8260","032","Ripley","Ripley 1","2021-08-10","11:45:00","0",0,"SECCHI","m",1.88,NA,6.1679790026,"ft"
"8261","032","Ripley","Ripley 1","2021-08-10","11:45:00","0",0,"TN","ug/L",380,NA,0.38,"mg/L"
"8262","032","Ripley","Ripley 1","2021-08-10","11:45:00","0",0,"TN","ug/L",390,NA,0.39,"mg/L"
"8263","032","Ripley","Ripley 1","2021-08-10","11:45:00","0",0,"TP","ug/L",11,NA,0.011,"mg/L"
"8264","032","Ripley","Ripley 1","2021-08-10","11:45:00","0",0,"CHL_A_COR","ug/L",3,NA,0.003,"mg/L"
"8265","033","Fourche Creek","Fourche Creek 1","2021-06-08","11:16:00","0",0,"SECCHI","m",3.92,NA,12.8608923884,"ft"
"8266","033","Fourche Creek","Fourche Creek 1","2021-06-08","11:16:00","0",0,"TN","ug/L",130,NA,0.13,"mg/L"
"8267","033","Fourche Creek","Fourche Creek 1","2021-06-08","11:16:00","0",0,"TP","ug/L",2,NA,0.002,"mg/L"
"8268","033","Fourche Creek","Fourche Creek 1","2021-06-08","11:16:00","0",0,"CHL_A_COR","ug/L",1,NA,0.001,"mg/L"
"8269","033","Fourche Creek","Fourche Creek 1","2021-06-29","11:02:00","0",0,"SECCHI","m",2.56,NA,8.3989501312,"ft"
"8270","033","Fourche Creek","Fourche Creek 1","2021-06-29","11:02:00","0",0,"TN","ug/L",90,NA,0.09,"mg/L"
"8271","033","Fourche Creek","Fourche Creek 1","2021-06-29","11:02:00","0",0,"TN","ug/L",160,NA,0.16,"mg/L"
"8272","033","Fourche Creek","Fourche Creek 1","2021-06-29","11:02:00","0",0,"TN","ug/L",180,NA,0.18,"mg/L"
"8273","033","Fourche Creek","Fourche Creek 1","2021-06-29","11:02:00","0",0,"TP","ug/L",7,NA,0.007,"mg/L"
"8274","033","Fourche Creek","Fourche Creek 1","2021-06-29","11:02:00","0",0,"TP","ug/L",8,NA,0.008,"mg/L"
"8275","033","Fourche Creek","Fourche Creek 1","2021-06-29","11:02:00","0",0,"TP","ug/L",12,NA,0.012,"mg/L"
"8276","033","Fourche Creek","Fourche Creek 1","2021-06-29","11:02:00","0",0,"CHL_A_COR","ug/L",1.4,NA,0.0014,"mg/L"
