"","MULakeNumber","waterBody","samplingSite","Date","Time","beginDepth","endDepth_m","parameterType","unit","parameterValue","parameterValueQCCodeDesc","parValueUSA","unitUSA"
"12703","183","Hazel Hill","Hazel Hill 1","2021-06-14","12:28:00","0",0,"TP","ug/L",29,NA,0.029,"mg/L"
"12704","183","Hazel Hill","Hazel Hill 1","2021-06-14","12:28:00","0",0,"TP","ug/L",30,NA,0.03,"mg/L"
"12705","183","Hazel Hill","Hazel Hill 1","2021-06-14","12:28:00","0",0,"TP","ug/L",31,NA,0.031,"mg/L"
"12706","183","Hazel Hill","Hazel Hill 1","2021-06-14","12:28:00","0",0,"CHL_A_COR","ug/L",10.5,NA,0.0105,"mg/L"
"12707","183","Hazel Hill","Hazel Hill 1","2021-06-14","12:28:00","0",0,"CHL_A_COR","ug/L",11,NA,0.011,"mg/L"
"12708","183","Hazel Hill","Hazel Hill 1","2021-07-06","12:28:00","0",0,"SECCHI","m",0.67,NA,2.19816272965,"ft"
"12709","183","Hazel Hill","Hazel Hill 1","2021-07-06","12:28:00","0",0,"TN","ug/L",1130,NA,1.13,"mg/L"
"12710","183","Hazel Hill","Hazel Hill 1","2021-07-06","12:28:00","0",0,"TN","ug/L",1160,NA,1.16,"mg/L"
"12711","183","Hazel Hill","Hazel Hill 1","2021-07-06","12:28:00","0",0,"TN","ug/L",1180,NA,1.18,"mg/L"
"12712","183","Hazel Hill","Hazel Hill 1","2021-07-06","12:28:00","0",0,"TP","ug/L",50,NA,0.05,"mg/L"
"12713","183","Hazel Hill","Hazel Hill 1","2021-07-06","12:28:00","0",0,"TP","ug/L",52,NA,0.052,"mg/L"
"12714","183","Hazel Hill","Hazel Hill 1","2021-07-06","12:28:00","0",0,"TP","ug/L",53,NA,0.053,"mg/L"
"12715","183","Hazel Hill","Hazel Hill 1","2021-07-06","12:28:00","0",0,"TP","ug/L",55,NA,0.055,"mg/L"
"12716","183","Hazel Hill","Hazel Hill 1","2021-07-06","12:28:00","0",0,"TP","ug/L",56,NA,0.056,"mg/L"
"12717","183","Hazel Hill","Hazel Hill 1","2021-07-06","12:28:00","0",0,"CHL_A_COR","ug/L",25.3,NA,0.0253,"mg/L"
"12718","183","Hazel Hill","Hazel Hill 1","2021-07-06","12:28:00","0",0,"CHL_A_COR","ug/L",28.7,NA,0.0287,"mg/L"
"12719","183","Hazel Hill","Hazel Hill 1","2021-08-03","12:28:00","0",0,"SECCHI","m",0.82,NA,2.6902887139,"ft"
"12720","183","Hazel Hill","Hazel Hill 1","2021-08-03","12:28:00","0",0,"TN","ug/L",1210,NA,1.21,"mg/L"
"12721","183","Hazel Hill","Hazel Hill 1","2021-08-03","12:28:00","0",0,"TN","ug/L",1240,NA,1.24,"mg/L"
"12722","183","Hazel Hill","Hazel Hill 1","2021-08-03","12:28:00","0",0,"TN","ug/L",1300,NA,1.3,"mg/L"
"12723","183","Hazel Hill","Hazel Hill 1","2021-08-03","12:28:00","0",0,"TP","ug/L",59,NA,0.059,"mg/L"
"12724","183","Hazel Hill","Hazel Hill 1","2021-08-03","12:28:00","0",0,"TP","ug/L",60,NA,0.06,"mg/L"
"12725","183","Hazel Hill","Hazel Hill 1","2021-08-03","12:28:00","0",0,"CHL_A_COR","ug/L",22.2,NA,0.0222,"mg/L"
"12726","183","Hazel Hill","Hazel Hill 1","2021-08-03","12:28:00","0",0,"CHL_A_COR","ug/L",23.6,NA,0.0236,"mg/L"
"12727","184","Manito","Manito 1","2021-05-27","14:24:00","0",0,"SECCHI","m",0.52,NA,1.7060367454,"ft"
"12728","184","Manito","Manito 1","2021-05-27","14:24:00","0",0,"TN","ug/L",1500,NA,1.5,"mg/L"
"12729","184","Manito","Manito 1","2021-05-27","14:24:00","0",0,"TN","ug/L",1530,NA,1.53,"mg/L"
"12730","184","Manito","Manito 1","2021-05-27","14:24:00","0",0,"TN","ug/L",1590,NA,1.59,"mg/L"
"12731","184","Manito","Manito 1","2021-05-27","14:24:00","0",0,"TP","ug/L",143,NA,0.143,"mg/L"
"12732","184","Manito","Manito 1","2021-05-27","14:24:00","0",0,"TP","ug/L",154,NA,0.154,"mg/L"
"12733","184","Manito","Manito 1","2021-05-27","14:24:00","0",0,"TP","ug/L",158,NA,0.158,"mg/L"
"12734","184","Manito","Manito 1","2021-05-27","14:24:00","0",0,"TP","ug/L",161,NA,0.161,"mg/L"
"12735","184","Manito","Manito 1","2021-05-27","14:24:00","0",0,"TP","ug/L",165,NA,0.165,"mg/L"
"12736","184","Manito","Manito 1","2021-05-27","14:24:00","0",0,"TP","ug/L",171,NA,0.171,"mg/L"
"12737","184","Manito","Manito 1","2021-05-27","14:24:00","0",0,"CHL_A_COR","ug/L",22.3,NA,0.0223,"mg/L"
"12738","184","Manito","Manito 1","2021-05-27","14:24:00","0",0,"CHL_A_COR","ug/L",21.9,NA,0.0219,"mg/L"
"12739","184","Manito","Manito 1","2021-06-16","15:50:00","0",0,"SECCHI","m",0.64,NA,2.0997375328,"ft"
"12740","184","Manito","Manito 1","2021-06-16","15:50:00","0",0,"TN","ug/L",1110,NA,1.11,"mg/L"
"12741","184","Manito","Manito 1","2021-06-16","15:50:00","0",0,"TN","ug/L",1210,NA,1.21,"mg/L"
"12742","184","Manito","Manito 1","2021-06-16","15:50:00","0",0,"TN","ug/L",1240,NA,1.24,"mg/L"
"12743","184","Manito","Manito 1","2021-06-16","15:50:00","0",0,"TP","ug/L",59,NA,0.059,"mg/L"
"12744","184","Manito","Manito 1","2021-06-16","15:50:00","0",0,"TP","ug/L",60,NA,0.06,"mg/L"
"12745","184","Manito","Manito 1","2021-06-16","15:50:00","0",0,"TP","ug/L",61,NA,0.061,"mg/L"
"12746","184","Manito","Manito 1","2021-06-16","15:50:00","0",0,"CHL_A_COR","ug/L",19.1,NA,0.0191,"mg/L"
"12747","184","Manito","Manito 1","2021-06-16","15:50:00","0",0,"CHL_A_COR","ug/L",19.3,NA,0.0193,"mg/L"
"12748","184","Manito","Manito 1","2021-07-08","16:19:00","0",0,"SECCHI","m",0.67,NA,2.19816272965,"ft"
"12749","184","Manito","Manito 1","2021-07-08","16:19:00","0",0,"TN","ug/L",980,NA,0.98,"mg/L"
"12750","184","Manito","Manito 1","2021-07-08","16:19:00","0",0,"TN","ug/L",1030,NA,1.03,"mg/L"
"12751","184","Manito","Manito 1","2021-07-08","16:19:00","0",0,"TP","ug/L",73,NA,0.073,"mg/L"
"12752","184","Manito","Manito 1","2021-07-08","16:19:00","0",0,"TP","ug/L",76,NA,0.076,"mg/L"
"12753","184","Manito","Manito 1","2021-07-08","16:19:00","0",0,"CHL_A_COR","ug/L",21.2,NA,0.0212,"mg/L"
"12754","184","Manito","Manito 1","2021-07-08","16:19:00","0",0,"CHL_A_COR","ug/L",22.9,NA,0.0229,"mg/L"
"12755","184","Manito","Manito 1","2021-08-05","16:04:00","0",0,"SECCHI","m",0.92,NA,3.0183727034,"ft"
"12756","184","Manito","Manito 1","2021-08-05","16:04:00","0",0,"TN","ug/L",1010,NA,1.01,"mg/L"
"12757","184","Manito","Manito 1","2021-08-05","16:04:00","0",0,"TN","ug/L",1020,NA,1.02,"mg/L"
"12758","184","Manito","Manito 1","2021-08-05","16:04:00","0",0,"TN","ug/L",1030,NA,1.03,"mg/L"
"12759","184","Manito","Manito 1","2021-08-05","16:04:00","0",0,"TP","ug/L",43,NA,0.043,"mg/L"
"12760","184","Manito","Manito 1","2021-08-05","16:04:00","0",0,"TP","ug/L",44,NA,0.044,"mg/L"
"12761","184","Manito","Manito 1","2021-08-05","16:04:00","0",0,"CHL_A_COR","ug/L",30.4,NA,0.0304,"mg/L"
"12762","184","Manito","Manito 1","2021-08-05","16:04:00","0",0,"CHL_A_COR","ug/L",33.3,NA,0.0333,"mg/L"
"12763","185","Harrison County","Harrison County 1","2021-06-02","12:28:00","0",0,"SECCHI","m",0.62,NA,2.0341207349,"ft"
"12764","185","Harrison County","Harrison County 1","2021-06-02","12:28:00","0",0,"TN","ug/L",640,NA,0.64,"mg/L"
"12765","185","Harrison County","Harrison County 1","2021-06-02","12:28:00","0",0,"TN","ug/L",670,NA,0.67,"mg/L"
"12766","185","Harrison County","Harrison County 1","2021-06-02","12:28:00","0",0,"TN","ug/L",710,NA,0.71,"mg/L"
"12767","185","Harrison County","Harrison County 1","2021-06-02","12:28:00","0",0,"TP","ug/L",42,NA,0.042,"mg/L"
"12768","185","Harrison County","Harrison County 1","2021-06-02","12:28:00","0",0,"TP","ug/L",43,NA,0.043,"mg/L"
"12769","185","Harrison County","Harrison County 1","2021-06-02","12:28:00","0",0,"TP","ug/L",47,NA,0.047,"mg/L"
"12770","185","Harrison County","Harrison County 1","2021-06-02","12:28:00","0",0,"CHL_A_COR","ug/L",13,NA,0.013,"mg/L"
"12771","185","Harrison County","Harrison County 1","2021-06-02","12:28:00","0",0,"CHL_A_COR","ug/L",12.2,NA,0.0122,"mg/L"
"12772","185","Harrison County","Harrison County 1","2021-06-22","12:43:00","0",0,"SECCHI","m",0.58,NA,1.9028871391,"ft"
"12773","185","Harrison County","Harrison County 1","2021-06-22","12:43:00","0",0,"TN","ug/L",560,NA,0.56,"mg/L"
"12774","185","Harrison County","Harrison County 1","2021-06-22","12:43:00","0",0,"TN","ug/L",630,NA,0.63,"mg/L"
"12775","185","Harrison County","Harrison County 1","2021-06-22","12:43:00","0",0,"TN","ug/L",680,NA,0.68,"mg/L"
"12776","185","Harrison County","Harrison County 1","2021-06-22","12:43:00","0",0,"TN","ug/L",880,NA,0.88,"mg/L"
"12777","185","Harrison County","Harrison County 1","2021-06-22","12:43:00","0",0,"TP","ug/L",49,NA,0.049,"mg/L"
"12778","185","Harrison County","Harrison County 1","2021-06-22","12:43:00","0",0,"TP","ug/L",50,NA,0.05,"mg/L"
"12779","185","Harrison County","Harrison County 1","2021-06-22","12:43:00","0",0,"TP","ug/L",51,NA,0.051,"mg/L"
"12780","185","Harrison County","Harrison County 1","2021-06-22","12:43:00","0",0,"CHL_A_COR","ug/L",11,NA,0.011,"mg/L"
"12781","185","Harrison County","Harrison County 1","2021-06-22","12:43:00","0",0,"CHL_A_COR","ug/L",12.2,NA,0.0122,"mg/L"
"12782","185","Harrison County","Harrison County 1","2021-07-13","11:45:00","0",0,"SECCHI","m",0.4,NA,1.312335958,"ft"
"12783","185","Harrison County","Harrison County 1","2021-07-13","11:45:00","0",0,"TN","ug/L",880,NA,0.88,"mg/L"
"12784","185","Harrison County","Harrison County 1","2021-07-13","11:45:00","0",0,"TN","ug/L",890,NA,0.89,"mg/L"
"12785","185","Harrison County","Harrison County 1","2021-07-13","11:45:00","0",0,"TN","ug/L",900,NA,0.9,"mg/L"
"12786","185","Harrison County","Harrison County 1","2021-07-13","11:45:00","0",0,"TP","ug/L",82,NA,0.082,"mg/L"
"12787","185","Harrison County","Harrison County 1","2021-07-13","11:45:00","0",0,"TP","ug/L",83,NA,0.083,"mg/L"
"12788","185","Harrison County","Harrison County 1","2021-07-13","11:45:00","0",0,"TP","ug/L",85,NA,0.085,"mg/L"
"12789","185","Harrison County","Harrison County 1","2021-07-13","11:45:00","0",0,"CHL_A_COR","ug/L",30.6,NA,0.0306,"mg/L"
"12790","185","Harrison County","Harrison County 1","2021-07-13","11:45:00","0",0,"CHL_A_COR","ug/L",31.9,NA,0.0319,"mg/L"
"12791","185","Harrison County","Harrison County 1","2021-07-31","09:50:00","0",0,"SECCHI","m",0.52,NA,1.7060367454,"ft"
"12792","185","Harrison County","Harrison County 1","2021-07-31","09:50:00","0",0,"TN","ug/L",770,NA,0.77,"mg/L"
"12793","185","Harrison County","Harrison County 1","2021-07-31","09:50:00","0",0,"TN","ug/L",840,NA,0.84,"mg/L"
"12794","185","Harrison County","Harrison County 1","2021-07-31","09:50:00","0",0,"TP","ug/L",55,NA,0.055,"mg/L"
"12795","185","Harrison County","Harrison County 1","2021-07-31","09:50:00","0",0,"TP","ug/L",56,NA,0.056,"mg/L"
"12796","185","Harrison County","Harrison County 1","2021-07-31","09:50:00","0",0,"TP","ug/L",57,NA,0.057,"mg/L"
"12797","185","Harrison County","Harrison County 1","2021-07-31","09:50:00","0",0,"CHL_A_COR","ug/L",20.8,NA,0.0208,"mg/L"
"12798","185","Harrison County","Harrison County 1","2021-07-31","09:50:00","0",0,"CHL_A_COR","ug/L",21.8,NA,0.0218,"mg/L"
"12799","186","Carl DiSalvo","Carl DiSalvo 1","2021-06-09","08:24:00","0",0,"SECCHI","m",0.58,NA,1.9028871391,"ft"
"12800","186","Carl DiSalvo","Carl DiSalvo 1","2021-06-09","08:24:00","0",0,"TN","ug/L",880,NA,0.88,"mg/L"
"12801","186","Carl DiSalvo","Carl DiSalvo 1","2021-06-09","08:24:00","0",0,"TN","ug/L",900,NA,0.9,"mg/L"
"12802","186","Carl DiSalvo","Carl DiSalvo 1","2021-06-09","08:24:00","0",0,"TP","ug/L",68,NA,0.068,"mg/L"
"12803","186","Carl DiSalvo","Carl DiSalvo 1","2021-06-09","08:24:00","0",0,"TP","ug/L",70,NA,0.07,"mg/L"
"12804","186","Carl DiSalvo","Carl DiSalvo 1","2021-06-09","08:24:00","0",0,"CHL_A_COR","ug/L",34.2,NA,0.0342,"mg/L"
"12805","186","Carl DiSalvo","Carl DiSalvo 1","2021-06-09","08:24:00","0",0,"CHL_A_COR","ug/L",37.5,NA,0.0375,"mg/L"
"12806","186","Carl DiSalvo","Carl DiSalvo 1","2021-06-29","16:48:00","0",0,"SECCHI","m",0.16,NA,0.5249343832,"ft"
"12807","186","Carl DiSalvo","Carl DiSalvo 1","2021-06-29","16:48:00","0",0,"TN","ug/L",2260,NA,2.26,"mg/L"
"12808","186","Carl DiSalvo","Carl DiSalvo 1","2021-06-29","16:48:00","0",0,"TN","ug/L",2330,NA,2.33,"mg/L"
"12809","186","Carl DiSalvo","Carl DiSalvo 1","2021-06-29","16:48:00","0",0,"TP","ug/L",192,NA,0.192,"mg/L"
"12810","186","Carl DiSalvo","Carl DiSalvo 1","2021-06-29","16:48:00","0",0,"CHL_A_COR","ug/L",141.4,NA,0.1414,"mg/L"
"12811","186","Carl DiSalvo","Carl DiSalvo 1","2021-06-29","16:48:00","0",0,"CHL_A_COR","ug/L",145.1,NA,0.1451,"mg/L"
"12812","186","Carl DiSalvo","Carl DiSalvo 1","2021-07-21","16:19:00","0",0,"SECCHI","m",0.32,NA,1.0498687664,"ft"
"12813","186","Carl DiSalvo","Carl DiSalvo 1","2021-07-21","16:19:00","0",0,"TN","ug/L",1790,NA,1.79,"mg/L"
"12814","186","Carl DiSalvo","Carl DiSalvo 1","2021-07-21","16:19:00","0",0,"TN","ug/L",1830,NA,1.83,"mg/L"
"12815","186","Carl DiSalvo","Carl DiSalvo 1","2021-07-21","16:19:00","0",0,"TN","ug/L",1870,NA,1.87,"mg/L"
"12816","186","Carl DiSalvo","Carl DiSalvo 1","2021-07-21","16:19:00","0",0,"TP","ug/L",184,NA,0.184,"mg/L"
"12817","186","Carl DiSalvo","Carl DiSalvo 1","2021-07-21","16:19:00","0",0,"TP","ug/L",188,NA,0.188,"mg/L"
"12818","186","Carl DiSalvo","Carl DiSalvo 1","2021-07-21","16:19:00","0",0,"CHL_A_COR","ug/L",133.1,NA,0.1331,"mg/L"
"12819","186","Carl DiSalvo","Carl DiSalvo 1","2021-07-21","16:19:00","0",0,"CHL_A_COR","ug/L",137.1,NA,0.1371,"mg/L"
"12820","186","Carl DiSalvo","Carl DiSalvo 1","2021-08-10","16:19:00","0",0,"SECCHI","m",0.33,NA,1.08267716535,"ft"
"12821","186","Carl DiSalvo","Carl DiSalvo 1","2021-08-10","16:19:00","0",0,"TN","ug/L",2490,NA,2.49,"mg/L"
"12822","186","Carl DiSalvo","Carl DiSalvo 1","2021-08-10","16:19:00","0",0,"TN","ug/L",2580,NA,2.58,"mg/L"
"12823","186","Carl DiSalvo","Carl DiSalvo 1","2021-08-10","16:19:00","0",0,"TN","ug/L",2620,NA,2.62,"mg/L"
"12824","186","Carl DiSalvo","Carl DiSalvo 1","2021-08-10","16:19:00","0",0,"TP","ug/L",308,NA,0.308,"mg/L"
"12825","186","Carl DiSalvo","Carl DiSalvo 1","2021-08-10","16:19:00","0",0,"TP","ug/L",315,NA,0.315,"mg/L"
"12826","186","Carl DiSalvo","Carl DiSalvo 1","2021-08-10","16:19:00","0",0,"TP","ug/L",316,NA,0.316,"mg/L"
"12827","186","Carl DiSalvo","Carl DiSalvo 1","2021-08-10","16:19:00","0",0,"CHL_A_COR","ug/L",178.1,NA,0.1781,"mg/L"
"12828","186","Carl DiSalvo","Carl DiSalvo 1","2021-08-10","16:19:00","0",0,"CHL_A_COR","ug/L",185.3,NA,0.1853,"mg/L"
"12829","199","Rothwell","Rothwell 1","2021-04-27","07:45:00","0",0,"SECCHI","m",0.9,NA,2.9527559055,"ft"
"12830","199","Rothwell","Rothwell 1","2021-04-27","07:45:00","0",0,"CHL_A_COR","ug/L",9.5,NA,0.0095,"mg/L"
"12831","199","Rothwell","Rothwell 1","2021-04-27","07:45:00","0",0,"CHL_A_COR","ug/L",11.6,NA,0.0116,"mg/L"
"12832","199","Rothwell","Rothwell 1","2021-04-27","07:45:00","0",0,"TN","ug/L",760,NA,0.76,"mg/L"
"12833","199","Rothwell","Rothwell 1","2021-04-27","07:45:00","0",0,"TP","ug/L",64,NA,0.064,"mg/L"
"12834","199","Rothwell","Rothwell 1","2021-04-27","07:45:00","0",0,"TP","ug/L",67,NA,0.067,"mg/L"
"12835","199","Rothwell","Rothwell 1","2021-05-19","08:12:00","0",0,"SECCHI","m",0.6,NA,1.968503937,"ft"
"12836","199","Rothwell","Rothwell 1","2021-05-19","08:12:00","0",0,"CHL_A_COR","ug/L",7.7,NA,0.0077,"mg/L"
"12837","199","Rothwell","Rothwell 1","2021-05-19","08:12:00","0",0,"CHL_A_COR","ug/L",9.6,NA,0.0096,"mg/L"
"12838","199","Rothwell","Rothwell 1","2021-05-19","08:12:00","0",0,"TN","ug/L",520,NA,0.52,"mg/L"
"12839","199","Rothwell","Rothwell 1","2021-05-19","08:12:00","0",0,"TP","ug/L",56,NA,0.056,"mg/L"
"12840","199","Rothwell","Rothwell 1","2021-05-19","08:12:00","0",0,"TP","ug/L",59,NA,0.059,"mg/L"
"12841","199","Rothwell","Rothwell 1","2021-06-11","08:30:00","0",0,"SECCHI","m",1,NA,3.280839895,"ft"
"12842","199","Rothwell","Rothwell 1","2021-06-11","08:30:00","0",0,"CHL_A_COR","ug/L",13.6,NA,0.0136,"mg/L"
"12843","199","Rothwell","Rothwell 1","2021-06-11","08:30:00","0",0,"CHL_A_COR","ug/L",14.8,NA,0.0148,"mg/L"
"12844","199","Rothwell","Rothwell 1","2021-06-11","08:30:00","0",0,"TN","ug/L",690,NA,0.69,"mg/L"
"12845","199","Rothwell","Rothwell 1","2021-06-11","08:30:00","0",0,"TN","ug/L",740,NA,0.74,"mg/L"
"12846","199","Rothwell","Rothwell 1","2021-06-29","08:30:00","0",0,"SECCHI","m",0.5,NA,1.6404199475,"ft"
"12847","199","Rothwell","Rothwell 1","2021-06-29","08:30:00","0",0,"CHL_A_COR","ug/L",35.2,NA,0.0352,"mg/L"
"12848","199","Rothwell","Rothwell 1","2021-06-29","08:30:00","0",0,"CHL_A_COR","ug/L",40.2,NA,0.0402,"mg/L"
"12849","199","Rothwell","Rothwell 1","2021-06-29","08:30:00","0",0,"TN","ug/L",800,"RPD or range or CV of replicates exceeds established control",0.8,"mg/L"
"12850","199","Rothwell","Rothwell 1","2021-06-29","08:30:00","0",0,"TN","ug/L",810,"RPD or range or CV of replicates exceeds established control",0.81,"mg/L"
"12851","199","Rothwell","Rothwell 1","2021-06-29","08:30:00","0",0,"TN","ug/L",940,"RPD or range or CV of replicates exceeds established control",0.94,"mg/L"
"12852","199","Rothwell","Rothwell 1","2021-06-29","08:30:00","0",0,"TP","ug/L",60,NA,0.06,"mg/L"
"12853","199","Rothwell","Rothwell 1","2021-06-29","08:30:00","0",0,"TP","ug/L",65,NA,0.065,"mg/L"
"12854","199","Rothwell","Rothwell 1","2021-07-19","09:00:00","0",0,"SECCHI","m",0.8,NA,2.624671916,"ft"
"12855","199","Rothwell","Rothwell 1","2021-07-19","09:00:00","0",0,"CHL_A_COR","ug/L",7.6,NA,0.0076,"mg/L"
"12856","199","Rothwell","Rothwell 1","2021-07-19","09:00:00","0",0,"TN","ug/L",780,NA,0.78,"mg/L"
"12857","199","Rothwell","Rothwell 1","2021-07-19","09:00:00","0",0,"TN","ug/L",800,NA,0.8,"mg/L"
"12858","199","Rothwell","Rothwell 1","2021-07-19","09:00:00","0",0,"TP","ug/L",31,NA,0.031,"mg/L"
"12859","199","Rothwell","Rothwell 1","2021-07-19","09:00:00","0",0,"TP","ug/L",33,NA,0.033,"mg/L"
"12860","199","Rothwell","Rothwell 1","2021-08-13","08:15:00","0",0,"SECCHI","m",0.8,NA,2.624671916,"ft"
"12861","199","Rothwell","Rothwell 1","2021-08-13","08:15:00","0",0,"TN","ug/L",860,NA,0.86,"mg/L"
"12862","199","Rothwell","Rothwell 1","2021-08-13","08:15:00","0",0,"TN","ug/L",890,NA,0.89,"mg/L"
"12863","199","Rothwell","Rothwell 1","2021-08-13","08:15:00","0",0,"TP","ug/L",38,NA,0.038,"mg/L"
"12864","199","Rothwell","Rothwell 1","2021-08-13","08:15:00","0",0,"TP","ug/L",39,NA,0.039,"mg/L"
"12865","199","Rothwell","Rothwell 1","2021-08-13","08:15:00","0",0,"TP","ug/L",40,NA,0.04,"mg/L"
"12866","199","Rothwell","Rothwell 1","2021-09-03","07:55:00","0",0,"SECCHI","m",0.5,NA,1.6404199475,"ft"
"12867","199","Rothwell","Rothwell 1","2021-09-03","07:55:00","0",0,"CHL_A_COR","ug/L",7,NA,0.007,"mg/L"
"12868","199","Rothwell","Rothwell 1","2021-09-03","07:55:00","0",0,"CHL_A_COR","ug/L",16.1,NA,0.0161,"mg/L"
"12869","199","Rothwell","Rothwell 1","2021-09-03","07:55:00","0",0,"TN","ug/L",1120,NA,1.12,"mg/L"
"12870","199","Rothwell","Rothwell 1","2021-09-03","07:55:00","0",0,"TP","ug/L",50,NA,0.05,"mg/L"
"12871","199","Rothwell","Rothwell 1","2021-09-03","07:55:00","0",0,"TP","ug/L",51,NA,0.051,"mg/L"
"12872","199","Rothwell","Rothwell 1","2021-09-22","08:00:00","0",0,"SECCHI","m",0.7,NA,2.2965879265,"ft"
"12873","199","Rothwell","Rothwell 1","2021-09-22","08:00:00","0",0,"CHL_A_COR","ug/L",11,NA,0.011,"mg/L"
"12874","199","Rothwell","Rothwell 1","2021-09-22","08:00:00","0",0,"CHL_A_COR","ug/L",12.9,NA,0.0129,"mg/L"
"12875","199","Rothwell","Rothwell 1","2021-09-22","08:00:00","0",0,"TN","ug/L",820,NA,0.82,"mg/L"
"12876","199","Rothwell","Rothwell 1","2021-09-22","08:00:00","0",0,"TN","ug/L",830,NA,0.83,"mg/L"
"12877","199","Rothwell","Rothwell 1","2021-09-22","08:00:00","0",0,"TP","ug/L",35,NA,0.035,"mg/L"
"12878","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-01","10:48:00","0",0,"SECCHI","m",1.34,NA,4.3963254593,"ft"
"12879","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-01","10:48:00","0",0,"TN","ug/L",680,NA,0.68,"mg/L"
"12880","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-01","10:48:00","0",0,"TN","ug/L",720,NA,0.72,"mg/L"
"12881","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-01","10:48:00","0",0,"TN","ug/L",750,NA,0.75,"mg/L"
"12882","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-01","10:48:00","0",0,"TP","ug/L",30,NA,0.03,"mg/L"
"12883","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-01","10:48:00","0",0,"TP","ug/L",31,NA,0.031,"mg/L"
"12884","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-01","10:48:00","0",0,"CHL_A_COR","ug/L",10,NA,0.01,"mg/L"
"12885","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-01","10:48:00","0",0,"CHL_A_COR","ug/L",10.7,NA,0.0107,"mg/L"
"12886","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-21","12:28:00","0",0,"SECCHI","m",1,NA,3.280839895,"ft"
"12887","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-21","12:28:00","0",0,"TN","ug/L",660,NA,0.66,"mg/L"
"12888","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-21","12:28:00","0",0,"TN","ug/L",700,NA,0.7,"mg/L"
"12889","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-21","12:28:00","0",0,"TN","ug/L",720,NA,0.72,"mg/L"
"12890","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-21","12:28:00","0",0,"TN","ug/L",730,NA,0.73,"mg/L"
"12891","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-21","12:28:00","0",0,"TP","ug/L",40,NA,0.04,"mg/L"
"12892","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-21","12:28:00","0",0,"TP","ug/L",41,NA,0.041,"mg/L"
"12893","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-21","12:28:00","0",0,"TP","ug/L",42,NA,0.042,"mg/L"
"12894","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-21","12:28:00","0",0,"CHL_A_COR","ug/L",9.9,NA,0.0099,"mg/L"
"12895","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-06-21","12:28:00","0",0,"CHL_A_COR","ug/L",10.9,NA,0.0109,"mg/L"
"12896","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-07-12","13:12:00","0",0,"SECCHI","m",0.93,NA,3.05118110235,"ft"
"12897","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-07-12","13:12:00","0",0,"TN","ug/L",910,NA,0.91,"mg/L"
"12898","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-07-12","13:12:00","0",0,"TN","ug/L",920,NA,0.92,"mg/L"
"12899","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-07-12","13:12:00","0",0,"TN","ug/L",940,NA,0.94,"mg/L"
"12900","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-07-12","13:12:00","0",0,"TP","ug/L",64,NA,0.064,"mg/L"
"12901","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-07-12","13:12:00","0",0,"TP","ug/L",66,NA,0.066,"mg/L"
"12902","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-07-12","13:12:00","0",0,"TP","ug/L",70,NA,0.07,"mg/L"
"12903","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-07-12","13:12:00","0",0,"CHL_A_COR","ug/L",16.7,NA,0.0167,"mg/L"
"12904","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-07-12","13:12:00","0",0,"CHL_A_COR","ug/L",18.7,NA,0.0187,"mg/L"
"12905","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-07-30","13:40:00","0",0,"SECCHI","m",0.6,NA,1.968503937,"ft"
"12906","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-07-30","13:40:00","0",0,"TN","ug/L",1020,NA,1.02,"mg/L"
"12907","211","Cameron_2_Sunrise","Cameron (Sunrise) 1","2021-07-30","13:40:00","0",0,"TN","ug/L",1050,NA,1.05,"mg/L"
