MULakeNumber,waterBody,samplingSite,Date,Time,beginDepth,endDepth_m,parameterType,unit,parameterValue,parameterValueQCCodeDesc
149,Lake of the Ozarks,Lake of the Ozarks 1.2,2021-09-01,10:15:00,0,0,PIM,mg/L,1.4,NA
149,Lake of the Ozarks,Lake of the Ozarks 3,2021-09-01,10:45:00,0,0,PIM,mg/L,0.4,NA
149,Lake of the Ozarks,Lake of the Ozarks 3,2021-09-01,10:45:00,0,0,PIM,mg/L,0.6,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-01,15:30:00,0,0,PIM,mg/L,1,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-01,15:30:00,0,0,PIM,mg/L,1.4,NA
149,Lake of the Ozarks,Lake of the Ozarks 1.2,2021-09-01,10:15:00,0,0,POM,mg/L,2.6,NA
149,Lake of the Ozarks,Lake of the Ozarks 1.2,2021-09-01,10:15:00,0,0,POM,mg/L,2.8,NA
149,Lake of the Ozarks,Lake of the Ozarks 3,2021-09-01,10:45:00,0,0,POM,mg/L,3.6,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-01,15:30:00,0,0,POM,mg/L,6.8,NA
149,Lake of the Ozarks,Lake of the Ozarks 1.2,2021-09-01,10:15:00,0,0,TSS,mg/L,4,NA
149,Lake of the Ozarks,Lake of the Ozarks 1.2,2021-09-01,10:15:00,0,0,TSS,mg/L,4.2,NA
149,Lake of the Ozarks,Lake of the Ozarks 3,2021-09-01,10:45:00,0,0,TSS,mg/L,4,NA
149,Lake of the Ozarks,Lake of the Ozarks 3,2021-09-01,10:45:00,0,0,TSS,mg/L,4.2,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-01,15:30:00,0,0,TSS,mg/L,7.8,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-01,15:30:00,0,0,TSS,mg/L,8.2,NA
149,Lake of the Ozarks,Lake of the Ozarks 1.2,2021-09-01,10:15:00,0,0.5,MIC_tox,ug/L,0.012,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 1.2,2021-09-01,10:15:00,0,0.5,MIC_tox,ug/L,0.033,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 1.2,2021-09-01,10:15:00,0,0.5,MIC_tox,ug/L,0.047,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 1.2,2021-09-01,10:15:00,0,0.5,MIC_tox,ug/L,0.057,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 1.2,2021-09-01,10:15:00,0,0.5,MIC_tox,ug/L,0.082,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 3,2021-09-01,10:45:00,0,0.5,MIC_tox,ug/L,0.017,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 3,2021-09-01,10:45:00,0,0.5,MIC_tox,ug/L,0.029,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 3,2021-09-01,10:45:00,0,0.5,MIC_tox,ug/L,0.035,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 3,2021-09-01,10:45:00,0,0.5,MIC_tox,ug/L,0.058,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 3,2021-09-01,10:45:00,0,0.5,MIC_tox,ug/L,0.068,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 3,2021-09-01,10:45:00,0,0.5,MIC_tox,ug/L,0.083,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-01,15:30:00,0,0.5,MIC_tox,ug/L,0.016,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-01,15:30:00,0,0.5,MIC_tox,ug/L,0.024,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-01,15:30:00,0,0.5,MIC_tox,ug/L,0.046,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-01,15:30:00,0,0.5,MIC_tox,ug/L,0.066,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-01,15:30:00,0,0.5,MIC_tox,ug/L,0.094,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-01,15:30:00,0,0.5,MIC_tox,ug/L,0.119,NA
149,Lake of the Ozarks,Lake of the Ozarks 1.2,2021-09-01,10:15:00,0,0.5,CYL_tox,ug/L,0,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 3,2021-09-01,10:45:00,0,0.5,CYL_tox,ug/L,0,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 3,2021-09-01,10:45:00,0,0.5,CYL_tox,ug/L,0.005,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-01,15:30:00,0,0.5,CYL_tox,ug/L,0,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-01,15:30:00,0,0.5,CYL_tox,ug/L,0.003,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,SECCHI,m,0.6,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,CHL_A_COR,ug/L,26.6,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,CHL_A_COR,ug/L,30,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,CHL_A_lab,ug/L,32.8,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,CHL_A_lab,ug/L,32.9,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,TN,ug/L,670,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,TN,ug/L,680,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,TDN,ug/L,310,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,TDN,ug/L,340,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,NH4,ug/L,18,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,NH4,ug/L,23,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,NO3,ug/L,2,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,PHEO,ug/L,6.3,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,PHEO,ug/L,13.3,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,TP,ug/L,65,RPD or range or CV of replicates exceeds established control
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,TP,ug/L,75,RPD or range or CV of replicates exceeds established control
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,TP,ug/L,86,RPD or range or CV of replicates exceeds established control
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,PIM,mg/L,10,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,PIM,mg/L,10.2,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,POM,mg/L,7.2,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,POM,mg/L,8,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,TSS,mg/L,17.4,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0,TSS,mg/L,18,NA
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0.5,MIC_tox,ug/L,0,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0.5,MIC_tox,ug/L,0.003,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0.5,MIC_tox,ug/L,0.017,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0.5,MIC_tox,ug/L,0.02,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0.5,MIC_tox,ug/L,0.039,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0.5,MIC_tox,ug/L,0.054,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 2.12,2021-09-02,16:00:00,0,0.5,CYL_tox,ug/L,0,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0,SECCHI,m,1.95,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,DOC,mg/L,5.099999905,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,DOC,mg/L,5.199999809,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0,ALK,mg CaCO3/L,97,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,Cl,mg Cl/L,5.2100000380000004,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,Cl,mg Cl/L,5.269999981,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0,TN,ug/L,510,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0,TN,ug/L,520,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0,TN,ug/L,550,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,TN,ug/L,490,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,TN,ug/L,500,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,TN,ug/L,570,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,TN,ug/L,600,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,TDN,ug/L,380,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,TDN,ug/L,440,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,TDN,ug/L,450,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,NH4,ug/L,31,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,NH4,ug/L,34,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,NO3,ug/L,64,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0,TP,ug/L,48,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0,TP,ug/L,49,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0,TP,ug/L,51,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,TP,ug/L,49,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,TP,ug/L,50,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,TP,ug/L,52,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,PIM,mg/L,0.8,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,PIM,mg/L,0.9,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,POM,mg/L,1.5,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,POM,mg/L,1.8,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,TSS,mg/L,2.3,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,TSS,mg/L,2.7,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0.5,MIC_tox,ug/L,0.04,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0.5,MIC_tox,ug/L,0.05,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0.5,CYL_tox,ug/L,0.01,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0.5,ANA_tox,ug/L,0.28,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0.5,ANA_tox,ug/L,0.33,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0.5,SAX_tox,ug/L,0,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0,CHL_A_COR,ug/L,9.7,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0,CHL_A_COR,ug/L,10.1,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0,CHL_A_lab,ug/L,12.8,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0,CHL_A_lab,ug/L,13.5,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0,PHEO,ug/L,6.3,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,0,PHEO,ug/L,8.5,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,CHL_A_COR,ug/L,8.4,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,CHL_A_COR,ug/L,8.9,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,CHL_A_lab,ug/L,11.9,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,CHL_A_lab,ug/L,12.5,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,PHEO,ug/L,8,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-13,10:33:00,0,12,PHEO,ug/L,8.3,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0,SECCHI,m,1.3,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0,CHL_A_COR,ug/L,11.4,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0,CHL_A_COR,ug/L,14,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0,CHL_A_lab,ug/L,32.3,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0,CHL_A_lab,ug/L,32.7,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0,TN,ug/L,600,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0,TN,ug/L,610,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0,PHEO,ug/L,40.8,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0,PHEO,ug/L,45.4,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0,TP,ug/L,75,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0,TP,ug/L,77,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0,PIM,mg/L,1,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0,PIM,mg/L,1.6,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0,POM,mg/L,4.4,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0,POM,mg/L,4.6,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0,TSS,mg/L,5.6,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0,TSS,mg/L,6,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0.5,MIC_tox,ug/L,0.142,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0.5,MIC_tox,ug/L,0.143,NA
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0.5,CYL_tox,ug/L,0,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 21,2021-09-17,16:00:00,0,0.5,CYL_tox,ug/L,0.002,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,SECCHI,m,0.7,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,CHL_A_COR,ug/L,8.5,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,CHL_A_COR,ug/L,13.6,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,CHL_A_lab,ug/L,16.1,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,CHL_A_lab,ug/L,16.4,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,TN,ug/L,580,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,TN,ug/L,590,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,TDN,ug/L,420,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,TDN,ug/L,440,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,NH4,ug/L,35,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,NH4,ug/L,43,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,NO3,ug/L,66,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,NO3,ug/L,67,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,PHEO,ug/L,5.5,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,PHEO,ug/L,17.2,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,TP,ug/L,80,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,TP,ug/L,85,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,PIM,mg/L,9,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,POM,mg/L,3.4,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0,TSS,mg/L,12.4,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0.5,MIC_tox,ug/L,0.019,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0.5,MIC_tox,ug/L,0.026,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0.5,MIC_tox,ug/L,0.081,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0.5,MIC_tox,ug/L,0.096,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0.5,MIC_tox,ug/L,0.108,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0.5,MIC_tox,ug/L,0.274,NA
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0.5,CYL_tox,ug/L,0.007,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 51,2021-09-21,17:15:00,0,0.5,CYL_tox,ug/L,0.014,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,SECCHI,m,1.2,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0,SECCHI,m,1.4,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,CHL_A_COR,ug/L,4.5,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,CHL_A_COR,ug/L,5.1,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0,CHL_A_COR,ug/L,10.4,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0,CHL_A_COR,ug/L,10.5,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,CHL_A_lab,ug/L,9,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,CHL_A_lab,ug/L,9.2,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0,CHL_A_lab,ug/L,11.9,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0,CHL_A_lab,ug/L,12.5,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,TN,ug/L,630,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,TN,ug/L,690,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0,TN,ug/L,650,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,TDN,ug/L,490,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,TDN,ug/L,520,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,NH4,ug/L,25,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,NH4,ug/L,33,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,NO3,ug/L,188,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,NO3,ug/L,192,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,PHEO,ug/L,4.5,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,PHEO,ug/L,5.1,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0,PHEO,ug/L,3.3,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0,PHEO,ug/L,4.3,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,TP,ug/L,77,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,TP,ug/L,79,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0,TP,ug/L,74,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0,TP,ug/L,75,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0,TP,ug/L,81,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,PIM,mg/L,3.2,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,PIM,mg/L,3.6,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0,PIM,mg/L,3.6,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,POM,mg/L,2.2,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,POM,mg/L,2.4,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0,POM,mg/L,2.2,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,TSS,mg/L,5.4,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0,TSS,mg/L,6,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0,TSS,mg/L,5.8,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0.5,MIC_tox,ug/L,0.086,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0.5,MIC_tox,ug/L,0.102,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0.5,MIC_tox,ug/L,0.107,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0.5,MIC_tox,ug/L,0.113,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0.5,MIC_tox,ug/L,0.15,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0.5,MIC_tox,ug/L,0.183,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0.5,MIC_tox,ug/L,0.085,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0.5,MIC_tox,ug/L,0.104,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0.5,MIC_tox,ug/L,0.106,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0.5,MIC_tox,ug/L,0.115,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0.5,MIC_tox,ug/L,0.147,NA
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0.5,MIC_tox,ug/L,0.165,NA
149,Lake of the Ozarks,Lake of the Ozarks 26,2021-09-22,09:45:00,0,0.5,CYL_tox,ug/L,0,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 31.1,2021-09-22,14:30:00,0,0.5,CYL_tox,ug/L,0,Below detection limit
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-23,10:48:00,0,0,SECCHI,m,2.45,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-23,10:48:00,0,13.6,DOC,mg/L,4.900000095,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-23,10:48:00,0,13.6,DOC,mg/L,5,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-23,10:48:00,0,0,ALK,mg CaCO3/L,94,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-23,10:48:00,0,13.6,Cl,mg Cl/L,5.25,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-23,10:48:00,0,0,TN,ug/L,630,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-23,10:48:00,0,0,TN,ug/L,650,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-23,10:48:00,0,0,TN,ug/L,700,NA
149,Lake of the Ozarks,Lake of the Ozarks 1,2021-09-23,10:48:00,0,13.6,TN,ug/L,600,NA
