parameterType,parameterType & Tube#,,,Tube/Filter#,MULakeNumber,Depth,Date,Time,beginDepth,endDepth,Replicate,unit,parameterValue,Rerun?,still too high?,waterBody,samplingSite,parameterValueQCCodeDesc,,Geomean
TP,TP185 ,,,185,070,SURF,2024-05-29,7:50:00 AM,0,0,,ug/L,108,,,North,North 1,,,
TP,TP186 ,,,186,070,SURF,2024-05-29,7:50:00 AM,0,0,,ug/L,111,,,North,North 1,,,
TP,TP488 ,,,488,070,EPI,2024-06-19,7:37:00 AM,0,1.753,,ug/L,153,,,North,North 1,,,
TP,TP489 ,,,489,070,EPI,2024-06-19,7:37:00 AM,0,1.753,,ug/L,154,,,North,North 1,,,
TP,TP490 ,,,490,070,EPI,2024-06-19,7:37:00 AM,0,1.753,,ug/L,155,,,North,North 1,,,
TP,TP485 ,,,485,070,SURF,2024-06-19,7:37:00 AM,0,0,,ug/L,157,,,North,North 1,,,
TP,TP486 ,,,486,070,SURF,2024-06-19,7:37:00 AM,0,0,,ug/L,158,,,North,North 1,,,
TP,TP487 ,,,487,070,SURF,2024-06-19,7:37:00 AM,0,0,,ug/L,159,,,North,North 1,,,
TP,TP882 ,,,882,070,EPI,2024-07-16,7:35:00 AM,0,0.755,,ug/L,151,,,North,North 1,,,
TP,TP883 ,,,883,070,EPI,2024-07-16,7:35:00 AM,0,0.755,,ug/L,148,,,North,North 1,,,
TP,TP884 ,,,884,070,EPI,2024-07-16,7:35:00 AM,0,0.755,,ug/L,151,,,North,North 1,,,
TP,TP878 ,,,878,070,SURF,2024-07-16,7:35:00 AM,0,0,,ug/L,141,,,North,North 1,,,
TP,TP879 ,,,879,070,SURF,2024-07-16,7:35:00 AM,0,0,,ug/L,145,,,North,North 1,,,
TP,TP880 ,,,880,070,SURF,2024-07-16,7:35:00 AM,0,0,,ug/L,147,,,North,North 1,,,
TP,TP1266 ,,,1266,070,EPI,2024-08-06,7:59:00 AM,0,1.024,,ug/L,141,,,North,North 1,,,
TP,TP1267 ,,,1267,070,EPI,2024-08-06,7:59:00 AM,0,1.024,,ug/L,147,,,North,North 1,,,
TP,TP1268 ,,,1268,070,EPI,2024-08-06,7:59:00 AM,0,1.024,,ug/L,146,,,North,North 1,,,
TP,TP1263 ,,,1263,070,SURF,2024-08-06,7:59:00 AM,0,0,,ug/L,138,,,North,North 1,,,
TP,TP1264 ,,,1264,070,SURF,2024-08-06,7:59:00 AM,0,0,,ug/L,142,,,North,North 1,,,
TP,TP1265 ,,,1265,070,SURF,2024-08-06,7:59:00 AM,0,0,,ug/L,143,,,North,North 1,,,
TP,TP772 ,,,772,072,EPI,2024-07-09,12:07:00 PM,0,2.5,,ug/L,36,,,Smithville,Smithville 1,,,
TP,TP773 ,,,773,072,EPI,2024-07-09,12:07:00 PM,0,2.5,,ug/L,37,,,Smithville,Smithville 1,,,
TP,TP774 ,,,774,072,EPI,2024-07-09,12:07:00 PM,0,2.5,,ug/L,37,,,Smithville,Smithville 1,,,
TP,TP769 ,,,769,072,SURF,2024-07-09,12:07:00 PM,0,0,,ug/L,35,,,Smithville,Smithville 1,,,
TP,TP770 ,,,770,072,SURF,2024-07-09,12:07:00 PM,0,0,,ug/L,35,,,Smithville,Smithville 1,,,
TP,TP771 ,,,771,072,SURF,2024-07-09,12:07:00 PM,0,0,,ug/L,36,,,Smithville,Smithville 1,,,
TP,TP1296 ,,,1296,072,EPI,2024-08-06,12:46:00 PM,0,7.394,,ug/L,43,,,Smithville,Smithville 1,,,
TP,TP1297 ,,,1297,072,EPI,2024-08-06,12:46:00 PM,0,7.394,,ug/L,44,,,Smithville,Smithville 1,,,
TP,TP1298 ,,,1298,072,EPI,2024-08-06,12:46:00 PM,0,7.394,,ug/L,43,,,Smithville,Smithville 1,,,
TP,TP1293 ,,,1293,072,SURF,2024-08-06,12:46:00 PM,0,0,,ug/L,42,,,Smithville,Smithville 1,,,
TP,TP1294 ,,,1294,072,SURF,2024-08-06,12:46:00 PM,0,0,,ug/L,44,,,Smithville,Smithville 1,,,
TP,TP1295 ,,,1295,072,SURF,2024-08-06,12:46:00 PM,0,0,,ug/L,44,,,Smithville,Smithville 1,,,
TP,TP1485 ,,,1485,072,EPI,2024-08-20,2:49:00 PM,0,5.75,,ug/L,44,,,Smithville,Smithville 1,,,
TP,TP1486 ,,,1486,072,EPI,2024-08-20,2:49:00 PM,0,5.75,,ug/L,43,,,Smithville,Smithville 1,,,
TP,TP1487 ,,,1487,072,EPI,2024-08-20,2:49:00 PM,0,5.75,,ug/L,45,,,Smithville,Smithville 1,,,
TP,TP1482 ,,,1482,072,SURF,2024-08-20,2:49:00 PM,0,0,,ug/L,44,,,Smithville,Smithville 1,,,
TP,TP1483 ,,,1483,072,SURF,2024-08-20,2:49:00 PM,0,0,,ug/L,43,,,Smithville,Smithville 1,,,
TP,TP1484 ,,,1484,072,SURF,2024-08-20,2:49:00 PM,0,0,,ug/L,44,,,Smithville,Smithville 1,,,
TP,TP1569 ,,,1569,072,EPI,2024-09-12,2:26:00 PM,0,0.907,,ug/L,63,,,Smithville,Smithville 1,,,
TP,TP1570 ,,,1570,072,EPI,2024-09-12,2:26:00 PM,0,0.907,,ug/L,62,,,Smithville,Smithville 1,,,
TP,TP1571 ,,,1571,072,EPI,2024-09-12,2:26:00 PM,0,0.907,,ug/L,62,,,Smithville,Smithville 1,,,
TP,TP1566 ,,,1566,072,SURF,2024-09-12,2:26:00 PM,0,0,,ug/L,60,,,Smithville,Smithville 1,,,
TP,TP1567 ,,,1567,072,SURF,2024-09-12,2:26:00 PM,0,0,,ug/L,60,,,Smithville,Smithville 1,,,
TP,TP1568 ,,,1568,072,SURF,2024-09-12,2:26:00 PM,0,0,,ug/L,59,,,Smithville,Smithville 1,,,
TP,TP73 ,,,73,074,EPI,2024-05-30,8:00:00 AM,0,1.445,,ug/L,29,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP75 ,,,75,074,EPI,2024-05-30,8:00:00 AM,0,1.445,,ug/L,30,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP1602 ,,,1602,074,EPI,2024-05-30,8:00:00 AM,0,1.445,,ug/L,28,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP1603 ,,,1603,074,EPI,2024-05-30,8:00:00 AM,0,1.445,,ug/L,28,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP1604 ,,,1604,074,EPI,2024-05-30,8:00:00 AM,0,1.445,,ug/L,28,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP70 ,,,70,074,SURF,2024-05-30,8:00:00 AM,0,0,,ug/L,31,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP71 ,,,71,074,SURF,2024-05-30,8:00:00 AM,0,0,,ug/L,30,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP72 ,,,72,074,SURF,2024-05-30,8:00:00 AM,0,0,,ug/L,30,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP523 ,,,523,074,EPI,2024-06-20,8:02:00 AM,0,2.504,,ug/L,38,,,Watkins_Mill,Watkins Mill 1,RPD or range or CV of replicates exceeds established control,,
TP,TP525 ,,,525,074,EPI,2024-06-20,8:02:00 AM,0,2.504,,ug/L,40,,,Watkins_Mill,Watkins Mill 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1683 ,,,1683,074,EPI,2024-06-20,8:02:00 AM,0,2.504,,ug/L,33,,,Watkins_Mill,Watkins Mill 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1684 ,,,1684,074,EPI,2024-06-20,8:02:00 AM,0,2.504,,ug/L,33,,,Watkins_Mill,Watkins Mill 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1685 ,,,1685,074,EPI,2024-06-20,8:02:00 AM,0,2.504,,ug/L,34,,,Watkins_Mill,Watkins Mill 1,RPD or range or CV of replicates exceeds established control,,
TP,TP520 ,,,520,074,SURF,2024-06-20,8:02:00 AM,0,0,,ug/L,38,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP521 ,,,521,074,SURF,2024-06-20,8:02:00 AM,0,0,,ug/L,42,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP522 ,,,522,074,SURF,2024-06-20,8:02:00 AM,0,0,,ug/L,38,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP922 ,,,922,074,EPI,2024-07-17,7:50:00 AM,0,2.557,,ug/L,41,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP923 ,,,923,074,EPI,2024-07-17,7:50:00 AM,0,2.557,,ug/L,39,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP924 ,,,924,074,EPI,2024-07-17,7:50:00 AM,0,2.557,,ug/L,39,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP919 ,,,919,074,SURF,2024-07-17,7:50:00 AM,0,0,,ug/L,39,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP920 ,,,920,074,SURF,2024-07-17,7:50:00 AM,0,0,,ug/L,42,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP921 ,,,921,074,SURF,2024-07-17,7:50:00 AM,0,0,,ug/L,43,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP1338 ,,,1338,074,EPI,2024-08-07,8:27:00 AM,0,3.024,,ug/L,40,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP1339 ,,,1339,074,EPI,2024-08-07,8:27:00 AM,0,3.024,,ug/L,40,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP1340 ,,,1340,074,EPI,2024-08-07,8:27:00 AM,0,3.024,,ug/L,40,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP1335 ,,,1335,074,SURF,2024-08-07,8:27:00 AM,0,0,,ug/L,41,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP1336 ,,,1336,074,SURF,2024-08-07,8:27:00 AM,0,0,,ug/L,43,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP1337 ,,,1337,074,SURF,2024-08-07,8:27:00 AM,0,0,,ug/L,40,,,Watkins_Mill,Watkins Mill 1,,,
TP,TP517 ,,,517,078,EPI,2024-06-20,11:39:00 AM,0,3.264,,ug/L,69,,,Hamilton_City,Hamilton City 1,,,
TP,TP518 ,,,518,078,EPI,2024-06-20,11:39:00 AM,0,3.264,,ug/L,66,,,Hamilton_City,Hamilton City 1,,,
TP,TP519 ,,,519,078,EPI,2024-06-20,11:39:00 AM,0,3.264,,ug/L,66,,,Hamilton_City,Hamilton City 1,,,
TP,TP514 ,,,514,078,SURF,2024-06-20,11:39:00 AM,0,0,,ug/L,64,,,Hamilton_City,Hamilton City 1,,,
TP,TP515 ,,,515,078,SURF,2024-06-20,11:39:00 AM,0,0,,ug/L,64,,,Hamilton_City,Hamilton City 1,,,
TP,TP516 ,,,516,078,SURF,2024-06-20,11:39:00 AM,0,0,,ug/L,64,,,Hamilton_City,Hamilton City 1,,,
TP,TP928 ,,,928,078,EPI,2024-07-17,12:03:00 PM,0,2.813,,ug/L,61,,,Hamilton_City,Hamilton City 1,,,
TP,TP929 ,,,929,078,EPI,2024-07-17,12:03:00 PM,0,2.813,,ug/L,62,,,Hamilton_City,Hamilton City 1,,,
TP,TP930 ,,,930,078,EPI,2024-07-17,12:03:00 PM,0,2.813,,ug/L,64,,,Hamilton_City,Hamilton City 1,,,
TP,TP931 ,,,931,078,SURF,2024-07-17,12:03:00 PM,0,0,,ug/L,63,,,Hamilton_City,Hamilton City 1,,,
TP,TP932 ,,,932,078,SURF,2024-07-17,12:03:00 PM,0,0,,ug/L,65,,,Hamilton_City,Hamilton City 1,,,
TP,TP933 ,,,933,078,SURF,2024-07-17,12:03:00 PM,0,0,,ug/L,65,,,Hamilton_City,Hamilton City 1,,,
TP,TP1344 ,,,1344,078,EPI,2024-08-07,12:10:00 PM,0,3.75,,ug/L,65,,,Hamilton_City,Hamilton City 1,,,
TP,TP1345 ,,,1345,078,EPI,2024-08-07,12:10:00 PM,0,3.75,,ug/L,65,,,Hamilton_City,Hamilton City 1,,,
TP,TP1346 ,,,1346,078,EPI,2024-08-07,12:10:00 PM,0,3.75,,ug/L,64,,,Hamilton_City,Hamilton City 1,,,
TP,TP1341 ,,,1341,078,SURF,2024-08-07,12:10:00 PM,0,0,,ug/L,57,,,Hamilton_City,Hamilton City 1,,,
TP,TP1342 ,,,1342,078,SURF,2024-08-07,12:10:00 PM,0,0,,ug/L,57,,,Hamilton_City,Hamilton City 1,,,
TP,TP1343 ,,,1343,078,SURF,2024-08-07,12:10:00 PM,0,0,,ug/L,58,,,Hamilton_City,Hamilton City 1,,,
TP,TP1521 ,,,1521,078,EPI,2024-08-28,1:47:00 PM,0,0,,ug/L,70,,,Hamilton_City,Hamilton City 1,,,
TP,TP1522 ,,,1522,078,EPI,2024-08-28,1:47:00 PM,0,0,,ug/L,70,,,Hamilton_City,Hamilton City 1,,,
TP,TP1523 ,,,1523,078,EPI,2024-08-28,1:47:00 PM,0,0,,ug/L,69,,,Hamilton_City,Hamilton City 1,,,
TP,TP1518 ,,,1518,078,SURF,2024-08-28,1:47:00 PM,0,0,,ug/L,65,,,Hamilton_City,Hamilton City 1,,,
TP,TP1519 ,,,1519,078,SURF,2024-08-28,1:47:00 PM,0,0,,ug/L,66,,,Hamilton_City,Hamilton City 1,,,
TP,TP1520 ,,,1520,078,SURF,2024-08-28,1:47:00 PM,0,0,,ug/L,67,,,Hamilton_City,Hamilton City 1,,,
TP,TP79 ,,,79,081,EPI,2024-05-30,9:53:00 AM,0,3.011,,ug/L,60,,,Pony_Express,Pony Express 1,,,
TP,TP80 ,,,80,081,EPI,2024-05-30,9:53:00 AM,0,3.011,,ug/L,58,,,Pony_Express,Pony Express 1,,,
TP,TP81 ,,,81,081,EPI,2024-05-30,9:53:00 AM,0,3.011,,ug/L,57,,,Pony_Express,Pony Express 1,,,
TP,TP76 ,,,76,081,SURF,2024-05-30,9:53:00 AM,0,0,,ug/L,53,,,Pony_Express,Pony Express 1,,,
TP,TP77 ,,,77,081,SURF,2024-05-30,9:53:00 AM,0,0,,ug/L,55,,,Pony_Express,Pony Express 1,,,
TP,TP78 ,,,78,081,SURF,2024-05-30,9:53:00 AM,0,0,,ug/L,58,,,Pony_Express,Pony Express 1,,,
TP,TP535 ,,,535,081,EPI,2024-06-20,9:04:00 AM,0,3.937,,ug/L,53,,,Pony_Express,Pony Express 1,,,
TP,TP536 ,,,536,081,EPI,2024-06-20,9:04:00 AM,0,3.937,,ug/L,56,,,Pony_Express,Pony Express 1,,,
TP,TP537 ,,,537,081,EPI,2024-06-20,9:04:00 AM,0,3.937,,ug/L,56,,,Pony_Express,Pony Express 1,,,
TP,TP532 ,,,532,081,SURF,2024-06-20,9:04:00 AM,0,0,,ug/L,45,,,Pony_Express,Pony Express 1,,,
TP,TP533 ,,,533,081,SURF,2024-06-20,9:04:00 AM,0,0,,ug/L,45,,,Pony_Express,Pony Express 1,,,
TP,TP534 ,,,534,081,SURF,2024-06-20,9:04:00 AM,0,0,,ug/L,50,,,Pony_Express,Pony Express 1,,,
TP,TP940 ,,,940,081,EPI,2024-07-17,9:43:00 AM,0,2.52,,ug/L,63,,,Pony_Express,Pony Express 1,,,
TP,TP941 ,,,941,081,EPI,2024-07-17,9:43:00 AM,0,2.52,,ug/L,63,,,Pony_Express,Pony Express 1,,,
TP,TP942 ,,,942,081,EPI,2024-07-17,9:43:00 AM,0,2.52,,ug/L,63,,,Pony_Express,Pony Express 1,,,
TP,TP937 ,,,937,081,SURF,2024-07-17,9:43:00 AM,0,0,,ug/L,59,,,Pony_Express,Pony Express 1,,,
TP,TP938 ,,,938,081,SURF,2024-07-17,9:43:00 AM,0,0,,ug/L,61,,,Pony_Express,Pony Express 1,,,
TP,TP939 ,,,939,081,SURF,2024-07-17,9:43:00 AM,0,0,,ug/L,59,,,Pony_Express,Pony Express 1,,,
TP,TP1320 ,,,1320,081,EPI,2024-08-07,10:07:00 AM,0,3.059,,ug/L,65,,,Pony_Express,Pony Express 1,,,
TP,TP1321 ,,,1321,081,EPI,2024-08-07,10:07:00 AM,0,3.059,,ug/L,65,,,Pony_Express,Pony Express 1,,,
TP,TP1322 ,,,1322,081,EPI,2024-08-07,10:07:00 AM,0,3.059,,ug/L,67,,,Pony_Express,Pony Express 1,,,
TP,TP1317 ,,,1317,081,SURF,2024-08-07,10:07:00 AM,0,0,,ug/L,61,,,Pony_Express,Pony Express 1,,,
TP,TP1318 ,,,1318,081,SURF,2024-08-07,10:07:00 AM,0,0,,ug/L,62,,,Pony_Express,Pony Express 1,,,
TP,TP1319 ,,,1319,081,SURF,2024-08-07,10:07:00 AM,0,0,,ug/L,62,,,Pony_Express,Pony Express 1,,,
TP,TP85 ,,,85,087,EPI,2024-05-30,1:57:00 PM,0,2,,ug/L,33,,,Brookfield,Brookfield 1,RPD or range or CV of replicates exceeds established control,,
TP,TP86 ,,,86,087,EPI,2024-05-30,1:57:00 PM,0,2,,ug/L,30,,,Brookfield,Brookfield 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1605 ,,,1605,087,EPI,2024-05-30,1:57:00 PM,0,2,,ug/L,25,,,Brookfield,Brookfield 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1606 ,,,1606,087,EPI,2024-05-30,1:57:00 PM,0,2,,ug/L,25,,,Brookfield,Brookfield 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1607 ,,,1607,087,EPI,2024-05-30,1:57:00 PM,0,2,,ug/L,26,,,Brookfield,Brookfield 1,RPD or range or CV of replicates exceeds established control,,
TP,TP82 ,,,82,087,SURF,2024-05-30,1:57:00 PM,0,0,,ug/L,29,,,Brookfield,Brookfield 1,,,
TP,TP83 ,,,83,087,SURF,2024-05-30,1:57:00 PM,0,0,,ug/L,30,,,Brookfield,Brookfield 1,,,
TP,TP84 ,,,84,087,SURF,2024-05-30,1:57:00 PM,0,0,,ug/L,28,,,Brookfield,Brookfield 1,,,
TP,TP547 ,,,547,087,EPI,2024-06-20,3:12:00 PM,0,2.877,,ug/L,32,,,Brookfield,Brookfield 1,RPD or range or CV of replicates exceeds established control,,
TP,TP549 ,,,549,087,EPI,2024-06-20,3:12:00 PM,0,2.877,,ug/L,35,,,Brookfield,Brookfield 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1689 ,,,1689,087,EPI,2024-06-20,3:12:00 PM,0,2.877,,ug/L,30,,,Brookfield,Brookfield 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1690 ,,,1690,087,EPI,2024-06-20,3:12:00 PM,0,2.877,,ug/L,31,,,Brookfield,Brookfield 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1691 ,,,1691,087,EPI,2024-06-20,3:12:00 PM,0,2.877,,ug/L,30,,,Brookfield,Brookfield 1,RPD or range or CV of replicates exceeds established control,,
TP,TP544 ,,,544,087,SURF,2024-06-20,3:12:00 PM,0,0,,ug/L,29,,,Brookfield,Brookfield 1,,,
TP,TP545 ,,,545,087,SURF,2024-06-20,3:12:00 PM,0,0,,ug/L,29,,,Brookfield,Brookfield 1,,,
TP,TP546 ,,,546,087,SURF,2024-06-20,3:12:00 PM,0,0,,ug/L,26,,,Brookfield,Brookfield 1,,,
TP,TP946 ,,,946,087,EPI,2024-07-17,3:25:00 PM,0,2.079,,ug/L,24,,,Brookfield,Brookfield 1,,,
TP,TP947 ,,,947,087,EPI,2024-07-17,3:25:00 PM,0,2.079,,ug/L,25,,,Brookfield,Brookfield 1,,,
TP,TP948 ,,,948,087,EPI,2024-07-17,3:25:00 PM,0,2.079,,ug/L,24,,,Brookfield,Brookfield 1,,,
TP,TP943 ,,,943,087,SURF,2024-07-17,3:25:00 PM,0,0,,ug/L,23,,,Brookfield,Brookfield 1,,,
TP,TP944 ,,,944,087,SURF,2024-07-17,3:25:00 PM,0,0,,ug/L,25,,,Brookfield,Brookfield 1,,,
TP,TP945 ,,,945,087,SURF,2024-07-17,3:25:00 PM,0,0,,ug/L,24,,,Brookfield,Brookfield 1,,,
TP,TP1278 ,,,1278,087,EPI,2024-08-07,3:07:00 PM,0,3.038,,ug/L,25,,,Brookfield,Brookfield 1,,,
TP,TP1279 ,,,1279,087,EPI,2024-08-07,3:07:00 PM,0,3.038,,ug/L,27,,,Brookfield,Brookfield 1,,,
TP,TP1280 ,,,1280,087,EPI,2024-08-07,3:07:00 PM,0,3.038,,ug/L,27,,,Brookfield,Brookfield 1,,,
TP,TP1275 ,,,1275,087,SURF,2024-08-07,3:07:00 PM,0,0,,ug/L,27,,,Brookfield,Brookfield 1,,,
TP,TP1276 ,,,1276,087,SURF,2024-08-07,3:07:00 PM,0,0,,ug/L,26,,,Brookfield,Brookfield 1,,,
TP,TP1277 ,,,1277,087,SURF,2024-08-07,3:07:00 PM,0,0,,ug/L,25,,,Brookfield,Brookfield 1,,,
TP,TP10 ,,,10,088,EPI,2024-05-15,12:43:00 PM,0,1.8,,ug/L,71,,,Marceline_South,Marceline (South) 1,,,
TP,TP11 ,,,11,088,EPI,2024-05-15,12:43:00 PM,0,1.8,,ug/L,70,,,Marceline_South,Marceline (South) 1,,,
TP,TP12 ,,,12,088,EPI,2024-05-15,12:43:00 PM,0,1.8,,ug/L,73,,,Marceline_South,Marceline (South) 1,,,
TP,TP7 ,,,7,088,SURF,2024-05-15,12:43:00 PM,0,0,,ug/L,54,,,Marceline_South,Marceline (South) 1,,,
TP,TP8 ,,,8,088,SURF,2024-05-15,12:43:00 PM,0,0,,ug/L,52,,,Marceline_South,Marceline (South) 1,,,
TP,TP1581 ,,,1581,088,SURF,2024-05-15,12:43:00 PM,0,0,,ug/L,56,,,Marceline_South,Marceline (South) 1,,,
TP,TP1582 ,,,1582,088,SURF,2024-05-15,12:43:00 PM,0,0,,ug/L,57,,,Marceline_South,Marceline (South) 1,,,
TP,TP1583 ,,,1583,088,SURF,2024-05-15,12:43:00 PM,0,0,,ug/L,57,,,Marceline_South,Marceline (South) 1,,,
TP,TP670 ,,,670,088,EPI,2024-06-28,11:10:00 AM,0,1.5,,ug/L,69,,,Marceline_South,Marceline (South) 1,,,
TP,TP671 ,,,671,088,EPI,2024-06-28,11:10:00 AM,0,1.5,,ug/L,69,,,Marceline_South,Marceline (South) 1,,,
TP,TP672 ,,,672,088,EPI,2024-06-28,11:10:00 AM,0,1.5,,ug/L,70,,,Marceline_South,Marceline (South) 1,,,
TP,TP667 ,,,667,088,SURF,2024-06-28,11:10:00 AM,0,0,,ug/L,65,,,Marceline_South,Marceline (South) 1,,,
TP,TP668 ,,,668,088,SURF,2024-06-28,11:10:00 AM,0,0,,ug/L,68,,,Marceline_South,Marceline (South) 1,,,
TP,TP669 ,,,669,088,SURF,2024-06-28,11:10:00 AM,0,0,,ug/L,66,,,Marceline_South,Marceline (South) 1,,,
TP,TP1060 ,,,1060,088,EPI,2024-07-22,11:31:00 AM,0,0,,ug/L,53,,,Marceline_South,Marceline (South) 1,,,
TP,TP1061 ,,,1061,088,EPI,2024-07-22,11:31:00 AM,0,0,,ug/L,52,,,Marceline_South,Marceline (South) 1,,,
TP,TP1062 ,,,1062,088,EPI,2024-07-22,11:31:00 AM,0,0,,ug/L,49,,,Marceline_South,Marceline (South) 1,,,
TP,TP1057 ,,,1057,088,SURF,2024-07-22,11:31:00 AM,0,0,,ug/L,56,,,Marceline_South,Marceline (South) 1,,,
TP,TP1058 ,,,1058,088,SURF,2024-07-22,11:31:00 AM,0,0,,ug/L,56,,,Marceline_South,Marceline (South) 1,,,
TP,TP1059 ,,,1059,088,SURF,2024-07-22,11:31:00 AM,0,0,,ug/L,55,,,Marceline_South,Marceline (South) 1,,,
TP,TP1449 ,,,1449,088,EPI,2024-08-13,10:26:00 AM,0,3.76,,ug/L,54,,,Marceline_South,Marceline (South) 1,,,
TP,TP1450 ,,,1450,088,EPI,2024-08-13,10:26:00 AM,0,3.76,,ug/L,56,,,Marceline_South,Marceline (South) 1,,,
TP,TP1451 ,,,1451,088,EPI,2024-08-13,10:26:00 AM,0,3.76,,ug/L,57,,,Marceline_South,Marceline (South) 1,,,
TP,TP1443 ,,,1443,088,SURF,2024-08-13,10:26:00 AM,0,0,,ug/L,54,,,Marceline_South,Marceline (South) 1,,,
TP,TP1444 ,,,1444,088,SURF,2024-08-13,10:26:00 AM,0,0,,ug/L,52,,,Marceline_South,Marceline (South) 1,,,
TP,TP1445 ,,,1445,088,SURF,2024-08-13,10:26:00 AM,0,0,,ug/L,53,,,Marceline_South,Marceline (South) 1,,,
TP,TP1554 ,,,1554,088,EPI,2024-09-10,4:48:00 PM,0,4.117,,ug/L,44,,,Marceline_South,Marceline (South) 1,,,
TP,TP1555 ,,,1555,088,EPI,2024-09-10,4:48:00 PM,0,4.117,,ug/L,44,,,Marceline_South,Marceline (South) 1,,,
TP,TP1556 ,,,1556,088,EPI,2024-09-10,4:48:00 PM,0,4.117,,ug/L,45,,,Marceline_South,Marceline (South) 1,,,
TP,TP1557 ,,,1557,088,SURF,2024-09-10,4:48:00 PM,0,0,,ug/L,41,,,Marceline_South,Marceline (South) 1,,,
TP,TP1558 ,,,1558,088,SURF,2024-09-10,4:48:00 PM,0,0,,ug/L,42,,,Marceline_South,Marceline (South) 1,,,
TP,TP1559 ,,,1559,088,SURF,2024-09-10,4:48:00 PM,0,0,,ug/L,45,,,Marceline_South,Marceline (South) 1,,,
TP,TP820 ,,,820,089,EPI,2024-07-10,4:43:00 PM,0,0,,ug/L,56,,,Truman,Truman 1,,,
TP,TP821 ,,,821,089,EPI,2024-07-10,4:43:00 PM,0,0,,ug/L,53,,,Truman,Truman 1,,,
TP,TP822 ,,,822,089,EPI,2024-07-10,4:43:00 PM,0,0,,ug/L,53,,,Truman,Truman 1,,,
TP,TP817 ,,,817,089,SURF,2024-07-10,4:43:00 PM,0,0,,ug/L,41,,,Truman,Truman 1,,,
TP,TP818 ,,,818,089,SURF,2024-07-10,4:43:00 PM,0,0,,ug/L,42,,,Truman,Truman 1,,,
TP,TP819 ,,,819,089,SURF,2024-07-10,4:43:00 PM,0,0,,ug/L,41,,,Truman,Truman 1,,,
TP,TP1173 ,,,1173,089,EPI,2024-07-30,2:28:00 PM,0,0,,ug/L,50,,,Truman,Truman 1,,,
TP,TP1174 ,,,1174,089,EPI,2024-07-30,2:28:00 PM,0,0,,ug/L,54,,,Truman,Truman 1,,,
TP,TP1175 ,,,1175,089,EPI,2024-07-30,2:28:00 PM,0,0,,ug/L,50,,,Truman,Truman 1,,,
TP,TP1170 ,,,1170,089,SURF,2024-07-30,2:28:00 PM,0,0,,ug/L,58,,,Truman,Truman 1,,,
TP,TP1171 ,,,1171,089,SURF,2024-07-30,2:28:00 PM,0,0,,ug/L,59,,,Truman,Truman 1,,,
TP,TP1172 ,,,1172,089,SURF,2024-07-30,2:28:00 PM,0,0,,ug/L,60,,,Truman,Truman 1,,,
TP,TP1308 ,,,1308,089,EPI,2024-08-07,10:43:00 AM,0,5.788,,ug/L,36,,,Truman,Truman 1,,,
TP,TP1309 ,,,1309,089,EPI,2024-08-07,10:43:00 AM,0,5.788,,ug/L,37,,,Truman,Truman 1,,,
TP,TP1310 ,,,1310,089,EPI,2024-08-07,10:43:00 AM,0,5.788,,ug/L,37,,,Truman,Truman 1,,,
TP,TP1305 ,,,1305,089,SURF,2024-08-07,10:43:00 AM,0,0,,ug/L,39,,,Truman,Truman 1,,,
TP,TP1306 ,,,1306,089,SURF,2024-08-07,10:43:00 AM,0,0,,ug/L,38,,,Truman,Truman 1,,,
TP,TP1307 ,,,1307,089,SURF,2024-08-07,10:43:00 AM,0,0,,ug/L,39,,,Truman,Truman 1,,,
TP,TP1492 ,,,1492,089,EPI,2024-08-21,12:44:00 PM,0,9.08,,ug/L,43,,,Truman,Truman 1,,,
TP,TP1493 ,,,1493,089,EPI,2024-08-21,12:44:00 PM,0,9.08,,ug/L,43,,,Truman,Truman 1,,,
