parameterType,parameterType & Tube#,,,Tube/Filter#,MULakeNumber,Depth,Date,Time,beginDepth,endDepth,Replicate,unit,parameterValue,Rerun?,still too high?,waterBody,samplingSite,parameterValueQCCodeDesc,,Geomean
TP,TP659 ,,,659,036,SURF,2024-06-26,9:37:00 AM,0,0,,ug/L,19,,,Clearwater,Clearwater 1,,,
TP,TP660 ,,,660,036,SURF,2024-06-26,9:37:00 AM,0,0,,ug/L,21,,,Clearwater,Clearwater 1,,,
TP,TP1080 ,,,1080,036,EPI,2024-07-24,9:54:00 AM,0,4.364,,ug/L,17,,,Clearwater,Clearwater 1,,,
TP,TP1082 ,,,1082,036,EPI,2024-07-24,9:54:00 AM,0,4.364,,ug/L,16,,,Clearwater,Clearwater 1,,,
TP,TP1749 ,,,1749,036,EPI,2024-07-24,9:54:00 AM,0,4.364,,ug/L,16,,,Clearwater,Clearwater 1,,,
TP,TP1750 ,,,1750,036,EPI,2024-07-24,9:54:00 AM,0,4.364,,ug/L,15,,,Clearwater,Clearwater 1,,,
TP,TP1751 ,,,1751,036,EPI,2024-07-24,9:54:00 AM,0,4.364,,ug/L,15,,,Clearwater,Clearwater 1,,,
TP,TP1077 ,,,1077,036,SURF,2024-07-24,9:54:00 AM,0,0,,ug/L,10,,,Clearwater,Clearwater 1,,,
TP,TP1078 ,,,1078,036,SURF,2024-07-24,9:54:00 AM,0,0,,ug/L,11,,,Clearwater,Clearwater 1,,,
TP,TP1079 ,,,1079,036,SURF,2024-07-24,9:54:00 AM,0,0,,ug/L,12,,,Clearwater,Clearwater 1,,,
TP,TP1770 ,,,1770,036,EPI,2024-08-14,9:41:00 AM,0,4.004,,ug/L,18,,,Clearwater,Clearwater 1,,,
TP,TP1771 ,,,1771,036,EPI,2024-08-14,9:41:00 AM,0,4.004,,ug/L,18,,,Clearwater,Clearwater 1,,,
TP,TP1772 ,,,1772,036,EPI,2024-08-14,9:41:00 AM,0,4.004,,ug/L,18,,,Clearwater,Clearwater 1,,,
TP,TP1767 ,,,1767,036,SURF,2024-08-14,9:41:00 AM,0,0,,ug/L,16,,,Clearwater,Clearwater 1,,,
TP,TP1768 ,,,1768,036,SURF,2024-08-14,9:41:00 AM,0,0,,ug/L,16,,,Clearwater,Clearwater 1,,,
TP,TP1769 ,,,1769,036,SURF,2024-08-14,9:41:00 AM,0,0,,ug/L,17,,,Clearwater,Clearwater 1,,,
TP,TP325 ,,,325,039,EPI,2024-06-07,3:22:00 PM,0,5,,ug/L,8,,,Council_Bluff,Council Bluff 1,RPD or range or CV of replicates exceeds established control,,
TP,TP327 ,,,327,039,EPI,2024-06-07,3:22:00 PM,0,5,,ug/L,15,,,Council_Bluff,Council Bluff 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1644 ,,,1644,039,EPI,2024-06-07,3:22:00 PM,0,5,,ug/L,5,,,Council_Bluff,Council Bluff 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1645 ,,,1645,039,EPI,2024-06-07,3:22:00 PM,0,5,,ug/L,5,,,Council_Bluff,Council Bluff 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1646 ,,,1646,039,EPI,2024-06-07,3:22:00 PM,0,5,,ug/L,5,,,Council_Bluff,Council Bluff 1,RPD or range or CV of replicates exceeds established control,,
TP,TP322 ,,,322,039,SURF,2024-06-07,3:22:00 PM,0,0,,ug/L,5,,,Council_Bluff,Council Bluff 1,,,
TP,TP323 ,,,323,039,SURF,2024-06-07,3:22:00 PM,0,0,,ug/L,6,,,Council_Bluff,Council Bluff 1,,,
TP,TP324 ,,,324,039,SURF,2024-06-07,3:22:00 PM,0,0,,ug/L,5,,,Council_Bluff,Council Bluff 1,,,
TP,TP650 ,,,650,039,EPI,2024-06-26,1:19:00 PM,0,2.743,,ug/L,11,,,Council_Bluff,Council Bluff 1,RPD or range or CV of replicates exceeds established control,,
TP,TP651 ,,,651,039,EPI,2024-06-26,1:19:00 PM,0,2.743,,ug/L,6,,,Council_Bluff,Council Bluff 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1722 ,,,1722,039,EPI,2024-06-26,1:19:00 PM,0,2.743,,ug/L,6,,,Council_Bluff,Council Bluff 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1723 ,,,1723,039,EPI,2024-06-26,1:19:00 PM,0,2.743,,ug/L,5,,,Council_Bluff,Council Bluff 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1724 ,,,1724,039,EPI,2024-06-26,1:19:00 PM,0,2.743,,ug/L,4,,,Council_Bluff,Council Bluff 1,RPD or range or CV of replicates exceeds established control,,
TP,TP646 ,,,646,039,SURF,2024-06-26,1:19:00 PM,0,0,,ug/L,4,,,Council_Bluff,Council Bluff 1,,,
TP,TP647 ,,,647,039,SURF,2024-06-26,1:19:00 PM,0,0,,ug/L,3,,,Council_Bluff,Council Bluff 1,,,
TP,TP1719 ,,,1719,039,SURF,2024-06-26,1:19:00 PM,0,0,,ug/L,5,,,Council_Bluff,Council Bluff 1,,,
TP,TP1720 ,,,1720,039,SURF,2024-06-26,1:19:00 PM,0,0,,ug/L,6,,,Council_Bluff,Council Bluff 1,,,
TP,TP1721 ,,,1721,039,SURF,2024-06-26,1:19:00 PM,0,0,,ug/L,5,,,Council_Bluff,Council Bluff 1,,,
TP,TP1149 ,,,1149,039,EPI,2024-07-26,9:09:00 AM,0,5.2,,ug/L,4,,,Council_Bluff,Council Bluff 1,,,
TP,TP1150 ,,,1150,039,EPI,2024-07-26,9:09:00 AM,0,5.2,,ug/L,4,,,Council_Bluff,Council Bluff 1,,,
TP,TP1755 ,,,1755,039,EPI,2024-07-26,9:09:00 AM,0,5.2,,ug/L,7,,,Council_Bluff,Council Bluff 1,,,
TP,TP1756 ,,,1756,039,EPI,2024-07-26,9:09:00 AM,0,5.2,,ug/L,7,,,Council_Bluff,Council Bluff 1,,,
TP,TP1757 ,,,1757,039,EPI,2024-07-26,9:09:00 AM,0,5.2,,ug/L,6,,,Council_Bluff,Council Bluff 1,,,
TP,TP1146 ,,,1146,039,SURF,2024-07-26,9:09:00 AM,0,0,,ug/L,7,,,Council_Bluff,Council Bluff 1,,,
TP,TP1147 ,,,1147,039,SURF,2024-07-26,9:09:00 AM,0,0,,ug/L,8,,,Council_Bluff,Council Bluff 1,,,
TP,TP1148 ,,,1148,039,SURF,2024-07-26,9:09:00 AM,0,0,,ug/L,7,,,Council_Bluff,Council Bluff 1,,,
TP,TP1776 ,,,1776,039,EPI,2024-08-14,12:45:00 PM,0,4.577,,ug/L,5,,,Council_Bluff,Council Bluff 1,,,
TP,TP1777 ,,,1777,039,EPI,2024-08-14,12:45:00 PM,0,4.577,,ug/L,7,,,Council_Bluff,Council Bluff 1,,,
TP,TP1778 ,,,1778,039,EPI,2024-08-14,12:45:00 PM,0,4.577,,ug/L,8,,,Council_Bluff,Council Bluff 1,,,
TP,TP1773 ,,,1773,039,SURF,2024-08-14,12:45:00 PM,0,0,,ug/L,5,,,Council_Bluff,Council Bluff 1,,,
TP,TP1774 ,,,1774,039,SURF,2024-08-14,12:45:00 PM,0,0,,ug/L,5,,,Council_Bluff,Council Bluff 1,,,
TP,TP1775 ,,,1775,039,SURF,2024-08-14,12:45:00 PM,0,0,,ug/L,6,,,Council_Bluff,Council Bluff 1,,,
TP,TP424 ,,,424,046,EPI,2024-06-13,11:22:00 PM,0,6,,ug/L,62,,,Thomas_Hill,Thomas Hill 1,RPD or range or CV of replicates exceeds established control,,
TP,TP426 ,,,426,046,EPI,2024-06-13,11:22:00 PM,0,6,,ug/L,71,,,Thomas_Hill,Thomas Hill 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1668 ,,,1668,046,EPI,2024-06-13,11:22:00 PM,0,6,,ug/L,61,,,Thomas_Hill,Thomas Hill 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1669 ,,,1669,046,EPI,2024-06-13,11:22:00 PM,0,6,,ug/L,62,,,Thomas_Hill,Thomas Hill 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1670 ,,,1670,046,EPI,2024-06-13,11:22:00 PM,0,6,,ug/L,64,,,Thomas_Hill,Thomas Hill 1,RPD or range or CV of replicates exceeds established control,,
TP,TP421 ,,,421,046,SURF,2024-06-13,11:22:00 AM,0,0,,ug/L,68,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP422 ,,,422,046,SURF,2024-06-13,11:22:00 AM,0,0,,ug/L,68,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP423 ,,,423,046,SURF,2024-06-13,11:22:00 AM,0,0,,ug/L,68,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP916 ,,,916,046,EPI,2024-07-17,10:07:00 AM,0,6.241,,ug/L,71,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP917 ,,,917,046,EPI,2024-07-17,10:07:00 AM,0,6.241,,ug/L,69,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP918 ,,,918,046,EPI,2024-07-17,10:07:00 AM,0,6.241,,ug/L,71,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP913 ,,,913,046,SURF,2024-07-17,10:07:00 AM,0,0,,ug/L,73,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP914 ,,,914,046,SURF,2024-07-17,10:07:00 AM,0,0,,ug/L,73,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP915 ,,,915,046,SURF,2024-07-17,10:07:00 AM,0,0,,ug/L,79,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP1290 ,,,1290,046,EPI,2024-08-05,10:51:00 AM,0,1.199,,ug/L,57,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP1291 ,,,1291,046,EPI,2024-08-05,10:51:00 AM,0,1.199,,ug/L,55,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP1292 ,,,1292,046,EPI,2024-08-05,10:51:00 AM,0,1.199,,ug/L,56,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP1287 ,,,1287,046,SURF,2024-08-05,10:51:00 AM,0,0,,ug/L,56,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP1288 ,,,1288,046,SURF,2024-08-05,10:51:00 AM,0,0,,ug/L,57,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP1289 ,,,1289,046,SURF,2024-08-05,10:51:00 AM,0,0,,ug/L,57,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP1497 ,,,1497,046,EPI,2024-08-22,12:44:00 PM,0,4.083,,ug/L,77,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP1498 ,,,1498,046,EPI,2024-08-22,12:44:00 PM,0,4.083,,ug/L,77,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP1499 ,,,1499,046,EPI,2024-08-22,12:44:00 PM,0,4.083,,ug/L,77,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP1494 ,,,1494,046,SURF,2024-08-22,12:44:00 PM,0,0,,ug/L,73,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP1495 ,,,1495,046,SURF,2024-08-22,12:44:00 PM,0,0,,ug/L,74,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP1496 ,,,1496,046,SURF,2024-08-22,12:44:00 PM,0,0,,ug/L,75,,,Thomas_Hill,Thomas Hill 1,,,
TP,TP127 ,,,127,048,EPI,2024-05-22,4:55:00 PM,0,0,,ug/L,118,,,Long_Branch,Long Branch 1,,,
TP,TP128 ,,,128,048,EPI,2024-05-22,4:55:00 PM,0,0,,ug/L,117,,,Long_Branch,Long Branch 1,,,
TP,TP129 ,,,129,048,EPI,2024-05-22,4:55:00 PM,0,0,,ug/L,117,,,Long_Branch,Long Branch 1,,,
TP,TP124 ,,,124,048,SURF,2024-05-22,4:55:00 PM,0,0,,ug/L,114,,,Long_Branch,Long Branch 1,,,
TP,TP125 ,,,125,048,SURF,2024-05-22,4:55:00 PM,0,0,,ug/L,119,,,Long_Branch,Long Branch 1,,,
TP,TP126 ,,,126,048,SURF,2024-05-22,4:55:00 PM,0,0,,ug/L,117,,,Long_Branch,Long Branch 1,,,
TP,TP392 ,,,392,048,EPI,2024-06-12,4:10:00 PM,0,1.54,,ug/L,42,,,Long_Branch,Long Branch 1,RPD or range or CV of replicates exceeds established control,,
TP,TP394 ,,,394,048,EPI,2024-06-12,4:10:00 PM,0,1.54,,ug/L,49,,,Long_Branch,Long Branch 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1789 ,,,1789,48,EPI,6/12/2024,4:10:00 PM,0,1.54,,ug/L,43,,,Long_Branch,Long Branch 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1790 ,,,1790,48,EPI,6/12/2024,4:10:00 PM,0,1.54,,ug/L,43,,,Long_Branch,Long Branch 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1791 ,,,1791,48,EPI,6/12/2024,4:10:00 PM,0,1.54,,ug/L,43,,,Long_Branch,Long Branch 1,RPD or range or CV of replicates exceeds established control,,
TP,TP389 ,,,389,048,SURF,2024-06-12,4:10:00 PM,0,0,,ug/L,41,,,Long_Branch,Long Branch 1,,,
TP,TP390 ,,,390,048,SURF,2024-06-12,4:10:00 PM,0,0,,ug/L,43,,,Long_Branch,Long Branch 1,,,
TP,TP1659 ,,,1659,048,SURF,2024-06-12,4:10:00 PM,0,0,,ug/L,39,,,Long_Branch,Long Branch 1,,,
TP,TP1660 ,,,1660,048,SURF,2024-06-12,4:10:00 PM,0,0,,ug/L,40,,,Long_Branch,Long Branch 1,,,
TP,TP1661 ,,,1661,048,SURF,2024-06-12,4:10:00 PM,0,0,,ug/L,39,,,Long_Branch,Long Branch 1,,,
TP,TP808 ,,,808,048,EPI,2024-07-10,4:26:00 PM,0,2.352,,ug/L,55,,,Long_Branch,Long Branch 1,,,
TP,TP809 ,,,809,048,EPI,2024-07-10,4:26:00 PM,0,2.352,,ug/L,53,,,Long_Branch,Long Branch 1,,,
TP,TP810 ,,,810,048,EPI,2024-07-10,4:26:00 PM,0,2.352,,ug/L,54,,,Long_Branch,Long Branch 1,,,
TP,TP805 ,,,805,048,SURF,2024-07-10,4:26:00 PM,0,0,,ug/L,55,,,Long_Branch,Long Branch 1,,,
TP,TP806 ,,,806,048,SURF,2024-07-10,4:26:00 PM,0,0,,ug/L,50,,,Long_Branch,Long Branch 1,,,
TP,TP807 ,,,807,048,SURF,2024-07-10,4:26:00 PM,0,0,,ug/L,52,,,Long_Branch,Long Branch 1,,,
TP,TP1209 ,,,1209,048,EPI,2024-07-31,3:25:00 PM,0,1.259,,ug/L,46,,,Long_Branch,Long Branch 1,,,
TP,TP1210 ,,,1210,048,EPI,2024-07-31,3:25:00 PM,0,1.259,,ug/L,48,,,Long_Branch,Long Branch 1,,,
TP,TP1211 ,,,1211,048,EPI,2024-07-31,3:25:00 PM,0,1.259,,ug/L,48,,,Long_Branch,Long Branch 1,,,
TP,TP1206 ,,,1206,048,SURF,2024-07-31,3:25:00 PM,0,0,,ug/L,47,,,Long_Branch,Long Branch 1,,,
TP,TP1207 ,,,1207,048,SURF,2024-07-31,3:25:00 PM,0,0,,ug/L,52,,,Long_Branch,Long Branch 1,,,
TP,TP1208 ,,,1208,048,SURF,2024-07-31,3:25:00 PM,0,0,,ug/L,50,,,Long_Branch,Long Branch 1,,,
TP,TP229 ,,,229,049,EPI,2024-06-05,10:10:00 AM,0,2.557,,ug/L,49,,,Macon,Macon 1,,,
TP,TP230 ,,,230,049,EPI,2024-06-05,10:10:00 AM,0,2.557,,ug/L,50,,,Macon,Macon 1,,,
TP,TP231 ,,,231,049,EPI,2024-06-05,10:10:00 AM,0,2.557,,ug/L,47,,,Macon,Macon 1,,,
TP,TP226 ,,,226,049,SURF,2024-06-05,10:10:00 AM,0,0,,ug/L,52,,,Macon,Macon 1,,,
TP,TP227 ,,,227,049,SURF,2024-06-05,10:10:00 AM,0,0,,ug/L,49,,,Macon,Macon 1,,,
TP,TP228 ,,,228,049,SURF,2024-06-05,10:10:00 AM,0,0,,ug/L,47,,,Macon,Macon 1,,,
TP,TP574 ,,,574,049,EPI,2024-06-24,9:29:00 AM,0,2.25,,ug/L,66,,,Macon,Macon 1,,,
TP,TP575 ,,,575,049,EPI,2024-06-24,9:29:00 AM,0,2.25,,ug/L,64,,,Macon,Macon 1,,,
TP,TP576 ,,,576,049,EPI,2024-06-24,9:29:00 AM,0,2.25,,ug/L,68,,,Macon,Macon 1,,,
TP,TP571 ,,,571,049,SURF,2024-06-24,9:29:00 AM,0,0,,ug/L,61,,,Macon,Macon 1,,,
TP,TP572 ,,,572,049,SURF,2024-06-24,9:29:00 AM,0,0,,ug/L,62,,,Macon,Macon 1,,,
TP,TP1701 ,,,1701,049,SURF,2024-06-24,9:29:00 AM,0,0,,ug/L,58,,,Macon,Macon 1,,,
TP,TP1702 ,,,1702,049,SURF,2024-06-24,9:29:00 AM,0,0,,ug/L,60,,,Macon,Macon 1,,,
TP,TP1703 ,,,1703,049,SURF,2024-06-24,9:29:00 AM,0,0,,ug/L,58,,,Macon,Macon 1,,,
TP,TP1006 ,,,1006,049,EPI,2024-07-22,9:47:00 AM,0,1.751,,ug/L,90,,,Macon,Macon 1,,,
TP,TP1007 ,,,1007,049,EPI,2024-07-22,9:47:00 AM,0,1.751,,ug/L,94,,,Macon,Macon 1,,,
TP,TP1008 ,,,1008,049,EPI,2024-07-22,9:47:00 AM,0,1.751,,ug/L,91,,,Macon,Macon 1,,,
TP,TP1003 ,,,1003,049,SURF,2024-07-22,9:47:00 AM,0,0,,ug/L,83,,,Macon,Macon 1,,,
TP,TP1004 ,,,1004,049,SURF,2024-07-22,9:47:00 AM,0,0,,ug/L,89,,,Macon,Macon 1,,,
TP,TP1005 ,,,1005,049,SURF,2024-07-22,9:47:00 AM,0,0,,ug/L,86,,,Macon,Macon 1,,,
TP,TP1314 ,,,1314,049,EPI,2024-08-07,4:26:00 PM,0,1.585,,ug/L,117,,,Macon,Macon 1,,,
TP,TP1315 ,,,1315,049,EPI,2024-08-07,4:26:00 PM,0,1.585,,ug/L,119,,,Macon,Macon 1,,,
TP,TP1316 ,,,1316,049,EPI,2024-08-07,4:26:00 PM,0,1.585,,ug/L,119,,,Macon,Macon 1,,,
TP,TP1311 ,,,1311,049,SURF,2024-08-07,4:26:00 PM,0,0,,ug/L,135,,,Macon,Macon 1,,,
TP,TP1312 ,,,1312,049,SURF,2024-08-07,4:26:00 PM,0,0,,ug/L,126,,,Macon,Macon 1,,,
TP,TP1313 ,,,1313,049,SURF,2024-08-07,4:26:00 PM,0,0,,ug/L,128,,,Macon,Macon 1,,,
TP,TP103 ,,,103,053,EPI,2024-05-22,9:45:00 AM,0,1.331,,ug/L,93,,,Memphis_City,Memphis City 1,,,
TP,TP104 ,,,104,053,EPI,2024-05-22,9:45:00 AM,0,1.331,,ug/L,89,,,Memphis_City,Memphis City 1,,,
TP,TP105 ,,,105,053,EPI,2024-05-22,9:45:00 AM,0,1.331,,ug/L,98,,,Memphis_City,Memphis City 1,,,
TP,TP100 ,,,100,053,SURF,2024-05-22,9:45:00 AM,0,0,,ug/L,76,,,Memphis_City,Memphis City 1,,,
TP,TP101 ,,,101,053,SURF,2024-05-22,9:45:00 AM,0,0,,ug/L,81,,,Memphis_City,Memphis City 1,,,
TP,TP102 ,,,102,053,SURF,2024-05-22,9:45:00 AM,0,0,,ug/L,81,,,Memphis_City,Memphis City 1,,,
TP,TP406 ,,,406,053,EPI,2024-06-12,9:19:00 AM,0,1.031,,ug/L,86,,,Memphis_City,Memphis City 1,,,
TP,TP407 ,,,407,053,EPI,2024-06-12,9:19:00 AM,0,1.031,,ug/L,83,,,Memphis_City,Memphis City 1,,,
TP,TP1662 ,,,1662,053,EPI,2024-06-12,9:19:00 AM,0,1.031,,ug/L,83,,,Memphis_City,Memphis City 1,,,
TP,TP1663 ,,,1663,053,EPI,2024-06-12,9:19:00 AM,0,1.031,,ug/L,86,,,Memphis_City,Memphis City 1,,,
TP,TP1664 ,,,1664,053,EPI,2024-06-12,9:19:00 AM,0,1.031,,ug/L,86,,,Memphis_City,Memphis City 1,,,
TP,TP395 ,,,395,053,SURF,2024-06-12,9:19:00 AM,0,0,,ug/L,83,,,Memphis_City,Memphis City 1,RPD or range or CV of replicates exceeds established control,,
TP,TP396 ,,,396,053,SURF,2024-06-12,9:19:00 AM,0,0,,ug/L,84,,,Memphis_City,Memphis City 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1783 ,,,1783,053,Surf,2024-06-12,9:19:00 AM,0,0,,ug/L,90,,,Memphis_City,Memphis City 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1784 ,,,1784,053,Surf,2024-06-12,9:19:00 AM,0,0,,ug/L,80,,,Memphis_City,Memphis City 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1785 ,,,1785,053,Surf,2024-06-12,9:19:00 AM,0,0,,ug/L,79,,,Memphis_City,Memphis City 1,RPD or range or CV of replicates exceeds established control,,
TP,TP814 ,,,814,053,EPI,2024-07-10,9:57:00 AM,0,0.976,,ug/L,122,,,Memphis_City,Memphis City 1,RPD or range or CV of replicates exceeds established control,,
TP,TP815 ,,,815,053,EPI,2024-07-10,9:57:00 AM,0,0.976,,ug/L,123,,,Memphis_City,Memphis City 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1740 ,,,1740,053,EPI,2024-07-10,9:57:00 AM,0,0.976,,ug/L,124,,,Memphis_City,Memphis City 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1741 ,,,1741,053,EPI,2024-07-10,9:57:00 AM,0,0.976,,ug/L,135,,,Memphis_City,Memphis City 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1742 ,,,1742,053,EPI,2024-07-10,9:57:00 AM,0,0.976,,ug/L,134,,,Memphis_City,Memphis City 1,RPD or range or CV of replicates exceeds established control,,
TP,TP811 ,,,811,053,SURF,2024-07-10,9:57:00 AM,0,0,,ug/L,104,,,Memphis_City,Memphis City 1,,,
TP,TP812 ,,,812,053,SURF,2024-07-10,9:57:00 AM,0,0,,ug/L,105,,,Memphis_City,Memphis City 1,,,
TP,TP813 ,,,813,053,SURF,2024-07-10,9:57:00 AM,0,0,,ug/L,111,,,Memphis_City,Memphis City 1,,,
TP,TP1176 ,,,1176,053,EPI,2024-07-31,8:39:00 AM,0,1.027,,ug/L,109,,,Memphis_City,Memphis City 1,,,
TP,TP1177 ,,,1177,053,EPI,2024-07-31,8:39:00 AM,0,1.027,,ug/L,114,,,Memphis_City,Memphis City 1,,,
TP,TP1178 ,,,1178,053,EPI,2024-07-31,8:39:00 AM,0,1.027,,ug/L,112,,,Memphis_City,Memphis City 1,,,
TP,TP1140 ,,,1140,053,SURF,2024-07-31,8:39:00 AM,0,0,,ug/L,123,,,Memphis_City,Memphis City 1,,,
TP,TP1141 ,,,1141,053,SURF,2024-07-31,8:39:00 AM,0,0,,ug/L,129,,,Memphis_City,Memphis City 1,,,
TP,TP1142 ,,,1142,053,SURF,2024-07-31,8:39:00 AM,0,0,,ug/L,121,,,Memphis_City,Memphis City 1,,,
TP,TP115 ,,,115,057,EPI,2024-05-22,1:24:00 PM,0,0.75,,ug/L,37,,,Deer_Ridge,Deer Ridge 1,RPD or range or CV of replicates exceeds established control,,
TP,TP116 ,,,116,057,EPI,2024-05-22,1:24:00 PM,0,0.75,,ug/L,39,,,Deer_Ridge,Deer Ridge 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1611 ,,,1611,057,EPI,2024-05-22,1:24:00 PM,0,0.75,,ug/L,42,,,Deer_Ridge,Deer Ridge 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1612 ,,,1612,057,EPI,2024-05-22,1:24:00 PM,0,0.75,,ug/L,37,,,Deer_Ridge,Deer Ridge 1,RPD or range or CV of replicates exceeds established control,,
TP,TP1613 ,,,1613,057,EPI,2024-05-22,1:24:00 PM,0,0.75,,ug/L,42,,,Deer_Ridge,Deer Ridge 1,RPD or range or CV of replicates exceeds established control,,
TP,TP112 ,,,112,057,SURF,2024-05-22,1:24:00 PM,0,0,,ug/L,36,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP113 ,,,113,057,SURF,2024-05-22,1:24:00 PM,0,0,,ug/L,34,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP114 ,,,114,057,SURF,2024-05-22,1:24:00 PM,0,0,,ug/L,37,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP380 ,,,380,057,EPI,2024-06-12,12:49:00 PM,0,0.518,,ug/L,29,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP381 ,,,381,057,EPI,2024-06-12,12:49:00 PM,0,0.518,,ug/L,27,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP382 ,,,382,057,EPI,2024-06-12,12:49:00 PM,0,0.518,,ug/L,32,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP377 ,,,377,057,SURF,2024-06-12,12:49:00 PM,0,0,,ug/L,28,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP378 ,,,378,057,SURF,2024-06-12,12:49:00 PM,0,0,,ug/L,33,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP379 ,,,379,057,SURF,2024-06-12,12:49:00 PM,0,0,,ug/L,31,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP778 ,,,778,057,EPI,2024-07-10,1:15:00 PM,0,1.158,,ug/L,27,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP780 ,,,780,057,EPI,2024-07-10,1:15:00 PM,0,1.158,,ug/L,28,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP1737 ,,,1737,057,EPI,2024-07-10,1:15:00 PM,0,1.158,,ug/L,28,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP1738 ,,,1738,057,EPI,2024-07-10,1:15:00 PM,0,1.158,,ug/L,27,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP1739 ,,,1739,057,EPI,2024-07-10,1:15:00 PM,0,1.158,,ug/L,27,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP775 ,,,775,057,SURF,2024-07-10,1:15:00 PM,0,0,,ug/L,26,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP776 ,,,776,057,SURF,2024-07-10,1:15:00 PM,0,0,,ug/L,26,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP777 ,,,777,057,SURF,2024-07-10,1:15:00 PM,0,0,,ug/L,29,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP1188 ,,,1188,057,EPI,2024-07-31,12:09:00 AM,0,1.534,,ug/L,30,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP1189 ,,,1189,057,EPI,2024-07-31,12:09:00 AM,0,1.534,,ug/L,32,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP1190 ,,,1190,057,EPI,2024-07-31,12:09:00 AM,0,1.534,,ug/L,30,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP1185 ,,,1185,057,SURF,2024-07-31,12:09:00 AM,0,0,,ug/L,31,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP1186 ,,,1186,057,SURF,2024-07-31,12:09:00 AM,0,0,,ug/L,31,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP1187 ,,,1187,057,SURF,2024-07-31,12:09:00 AM,0,0,,ug/L,31,,,Deer_Ridge,Deer Ridge 1,,,
TP,TP187 ,,,187,070,EPI,2024-05-29,7:50:00 AM,0,1.029,,ug/L,108,,,North,North 1,,,
TP,TP188 ,,,188,070,EPI,2024-05-29,7:50:00 AM,0,1.029,,ug/L,112,,,North,North 1,,,
TP,TP189 ,,,189,070,EPI,2024-05-29,7:50:00 AM,0,1.029,,ug/L,112,,,North,North 1,,,
TP,TP184 ,,,184,070,SURF,2024-05-29,7:50:00 AM,0,0,,ug/L,105,,,North,North 1,,,
