parameterType,parameterType & Tube#,,,Tube/Filter#,MULakeNumber,Depth,Date,Time,beginDepth,endDepth,Replicate,unit,parameterValue,Rerun?,still too high?,waterBody,samplingSite,parameterValueQCCodeDesc,
TN,TN1072 ,,,1072,036,SURF,2024-07-24,9:54:00 AM,0,0,,ug/L,200,,,Clearwater,Clearwater 1,,
TN,TN1073 ,,,1073,036,SURF,2024-07-24,9:54:00 AM,0,0,,ug/L,190,,,Clearwater,Clearwater 1,,
TN,TN1074 ,,,1074,036,SURF,2024-07-24,9:54:00 AM,0,0,,ug/L,180,,,Clearwater,Clearwater 1,,
TN,TN1456 ,,,1456,036,EPI,2024-08-14,9:41:00 AM,0,4.004,,ug/L,270,,,Clearwater,Clearwater 1,,
TN,TN1457 ,,,1457,036,EPI,2024-08-14,9:41:00 AM,0,4.004,,ug/L,240,,,Clearwater,Clearwater 1,,
TN,TN1458 ,,,1458,036,EPI,2024-08-14,9:41:00 AM,0,4.004,,ug/L,250,,,Clearwater,Clearwater 1,,
TN,TN1453 ,,,1453,036,SURF,2024-08-14,9:41:00 AM,0,0,,ug/L,230,,,Clearwater,Clearwater 1,,
TN,TN1454 ,,,1454,036,SURF,2024-08-14,9:41:00 AM,0,0,,ug/L,250,,,Clearwater,Clearwater 1,,
TN,TN1455 ,,,1455,036,SURF,2024-08-14,9:41:00 AM,0,0,,ug/L,290,,,Clearwater,Clearwater 1,,
TN,TN325 ,,,325,039,EPI,2024-06-07,3:22:00 PM,0,5,,ug/L,180,,,Council_Bluff,Council Bluff 1,,
TN,TN326 ,,,326,039,EPI,2024-06-07,3:22:00 PM,0,5,,ug/L,160,,,Council_Bluff,Council Bluff 1,,
TN,TN327 ,,,327,039,EPI,2024-06-07,3:22:00 PM,0,5,,ug/L,200,,,Council_Bluff,Council Bluff 1,,
TN,TN1754 ,,,1754,039,EPI,2024-06-07,3:22:00 PM,0,5,,ug/L,200,,,Council_Bluff,Council Bluff 1,,
TN,TN1755 ,,,1755,039,EPI,2024-06-07,3:22:00 PM,0,5,,ug/L,250,,,Council_Bluff,Council Bluff 1,,
TN,TN322 ,,,322,039,SURF,2024-06-07,3:22:00 PM,0,0,,ug/L,210,,,Council_Bluff,Council Bluff 1,,
TN,TN323 ,,,323,039,SURF,2024-06-07,3:22:00 PM,0,0,,ug/L,240,,,Council_Bluff,Council Bluff 1,,
TN,TN324 ,,,324,039,SURF,2024-06-07,3:22:00 PM,0,0,,ug/L,210,,,Council_Bluff,Council Bluff 1,,
TN,TN649 ,,,649,039,EPI,2024-06-26,1:19:00 PM,0,2.743,,ug/L,160,,,Council_Bluff,Council Bluff 1,,
TN,TN650 ,,,650,039,EPI,2024-06-26,1:19:00 PM,0,2.743,,ug/L,150,,,Council_Bluff,Council Bluff 1,,
TN,TN651 ,,,651,039,EPI,2024-06-26,1:19:00 PM,0,2.743,,ug/L,160,,,Council_Bluff,Council Bluff 1,,
TN,TN646 ,,,646,039,SURF,2024-06-26,1:19:00 PM,0,0,,ug/L,160,,,Council_Bluff,Council Bluff 1,,
TN,TN647 ,,,647,039,SURF,2024-06-26,1:19:00 PM,0,0,,ug/L,190,,,Council_Bluff,Council Bluff 1,,
TN,NA,,,NA,039,SURF,2024-06-26,1:19:00 PM,0,0,,ug/L,250,,,Council_Bluff,Council Bluff 1,,
TN,NA,,,NA,039,SURF,2024-06-26,1:19:00 PM,0,0,,ug/L,250,,,Council_Bluff,Council Bluff 1,,
TN,NA,,,NA,039,SURF,2024-06-26,1:19:00 PM,0,0,,ug/L,260,,,Council_Bluff,Council Bluff 1,,
TN,TN1144 ,,,1144,039,EPI,2024-07-26,9:09:00 AM,0,5.2,,ug/L,300,,,Council_Bluff,Council Bluff 1,,
TN,TN1145 ,,,1145,039,EPI,2024-07-26,9:09:00 AM,0,5.2,,ug/L,230,,,Council_Bluff,Council Bluff 1,,
TN,TN1146 ,,,1146,039,EPI,2024-07-26,9:09:00 AM,0,5.2,,ug/L,230,,,Council_Bluff,Council Bluff 1,,
TN,TN1141 ,,,1141,039,SURF,2024-07-26,9:09:00 AM,0,0,,ug/L,250,,,Council_Bluff,Council Bluff 1,,
TN,TN1142 ,,,1142,039,SURF,2024-07-26,9:09:00 AM,0,0,,ug/L,280,,,Council_Bluff,Council Bluff 1,,
TN,TN1143 ,,,1143,039,SURF,2024-07-26,9:09:00 AM,0,0,,ug/L,250,,,Council_Bluff,Council Bluff 1,,
TN,TN1462 ,,,1462,039,EPI,2024-08-14,12:45:00 PM,0,4.577,,ug/L,330,,,Council_Bluff,Council Bluff 1,,
TN,TN1463 ,,,1463,039,EPI,2024-08-14,12:45:00 PM,0,4.577,,ug/L,270,,,Council_Bluff,Council Bluff 1,,
TN,TN1464 ,,,1464,039,EPI,2024-08-14,12:45:00 PM,0,4.577,,ug/L,260,,,Council_Bluff,Council Bluff 1,,
TN,TN1459 ,,,1459,039,SURF,2024-08-14,12:45:00 PM,0,0,,ug/L,280,,,Council_Bluff,Council Bluff 1,,
TN,TN1460 ,,,1460,039,SURF,2024-08-14,12:45:00 PM,0,0,,ug/L,300,,,Council_Bluff,Council Bluff 1,,
TN,TN1461 ,,,1461,039,SURF,2024-08-14,12:45:00 PM,0,0,,ug/L,320,,,Council_Bluff,Council Bluff 1,,
TN,TN424 ,,,424,046,EPI,2024-06-13,11:22:00 PM,0,6,,ug/L,820,,,Thomas_Hill,Thomas Hill 1,,
TN,TN425 ,,,425,046,EPI,2024-06-13,11:22:00 PM,0,6,,ug/L,850,,,Thomas_Hill,Thomas Hill 1,,
TN,TN426 ,,,426,046,EPI,2024-06-13,11:22:00 PM,0,6,,ug/L,850,,,Thomas_Hill,Thomas Hill 1,,
TN,TN421 ,,,421,046,SURF,2024-06-13,11:22:00 AM,0,0,,ug/L,880,,,Thomas_Hill,Thomas Hill 1,,
TN,TN422 ,,,422,046,SURF,2024-06-13,11:22:00 AM,0,0,,ug/L,860,,,Thomas_Hill,Thomas Hill 1,,
TN,TN423 ,,,423,046,SURF,2024-06-13,11:22:00 AM,0,0,,ug/L,900,,,Thomas_Hill,Thomas Hill 1,,
TN,TN913 ,,,913,046,EPI,2024-07-17,10:07:00 AM,0,6.241,,ug/L,790,,,Thomas_Hill,Thomas Hill 1,,
TN,TN914 ,,,914,046,EPI,2024-07-17,10:07:00 AM,0,6.241,,ug/L,800,,,Thomas_Hill,Thomas Hill 1,,
TN,TN915 ,,,915,046,EPI,2024-07-17,10:07:00 AM,0,6.241,,ug/L,790,,,Thomas_Hill,Thomas Hill 1,,
TN,TN910 ,,,910,046,SURF,2024-07-17,10:07:00 AM,0,0,,ug/L,850,,,Thomas_Hill,Thomas Hill 1,,
TN,TN911 ,,,911,046,SURF,2024-07-17,10:07:00 AM,0,0,,ug/L,840,,,Thomas_Hill,Thomas Hill 1,,
TN,TN912 ,,,912,046,SURF,2024-07-17,10:07:00 AM,0,0,,ug/L,820,,,Thomas_Hill,Thomas Hill 1,,
TN,TN1285 ,,,1285,046,EPI,2024-08-05,10:51:00 AM,0,1.199,,ug/L,730,,,Thomas_Hill,Thomas Hill 1,,
TN,TN1286 ,,,1286,046,EPI,2024-08-05,10:51:00 AM,0,1.199,,ug/L,740,,,Thomas_Hill,Thomas Hill 1,,
TN,TN1287 ,,,1287,046,EPI,2024-08-05,10:51:00 AM,0,1.199,,ug/L,820,,,Thomas_Hill,Thomas Hill 1,,
TN,TN1282 ,,,1282,046,SURF,2024-08-05,10:51:00 AM,0,0,,ug/L,780,,,Thomas_Hill,Thomas Hill 1,,
TN,TN1283 ,,,1283,046,SURF,2024-08-05,10:51:00 AM,0,0,,ug/L,750,,,Thomas_Hill,Thomas Hill 1,,
TN,TN1284 ,,,1284,046,SURF,2024-08-05,10:51:00 AM,0,0,,ug/L,750,,,Thomas_Hill,Thomas Hill 1,,
TN,TN1492 ,,,1492,046,EPI,2024-08-22,12:44:00 PM,0,4.083,,ug/L,750,,,Thomas_Hill,Thomas Hill 1,,
TN,TN1493 ,,,1493,046,EPI,2024-08-22,12:44:00 PM,0,4.083,,ug/L,760,,,Thomas_Hill,Thomas Hill 1,,
TN,TN1494 ,,,1494,046,EPI,2024-08-22,12:44:00 PM,0,4.083,,ug/L,760,,,Thomas_Hill,Thomas Hill 1,,
TN,TN1489 ,,,1489,046,SURF,2024-08-22,12:44:00 PM,0,0,,ug/L,770,,,Thomas_Hill,Thomas Hill 1,,
TN,TN1490 ,,,1490,046,SURF,2024-08-22,12:44:00 PM,0,0,,ug/L,800,,,Thomas_Hill,Thomas Hill 1,,
TN,TN1491 ,,,1491,046,SURF,2024-08-22,12:44:00 PM,0,0,,ug/L,800,,,Thomas_Hill,Thomas Hill 1,,
TN,TN127 ,,,127,048,EPI,2024-05-22,4:55:00 PM,0,0,,ug/L,1650,,,Long_Branch,Long Branch 1,,
TN,TN128 ,,,128,048,EPI,2024-05-22,4:55:00 PM,0,0,,ug/L,1690,,,Long_Branch,Long Branch 1,,
TN,TN129 ,,,129,048,EPI,2024-05-22,4:55:00 PM,0,0,,ug/L,1680,,,Long_Branch,Long Branch 1,,
TN,TN124 ,,,124,048,SURF,2024-05-22,4:55:00 PM,0,0,,ug/L,1590,,,Long_Branch,Long Branch 1,,
TN,TN125 ,,,125,048,SURF,2024-05-22,4:55:00 PM,0,0,,ug/L,1680,,,Long_Branch,Long Branch 1,,
TN,TN126 ,,,126,048,SURF,2024-05-22,4:55:00 PM,0,0,,ug/L,1660,,,Long_Branch,Long Branch 1,,
TN,TN392 ,,,392,048,EPI,2024-06-12,4:10:00 PM,0,1.54,,ug/L,1240,,,Long_Branch,Long Branch 1,,
TN,TN393 ,,,393,048,EPI,2024-06-12,4:10:00 PM,0,1.54,,ug/L,1270,,,Long_Branch,Long Branch 1,,
TN,TN394 ,,,394,048,EPI,2024-06-12,4:10:00 PM,0,1.54,,ug/L,1250,,,Long_Branch,Long Branch 1,,
TN,TN389 ,,,389,048,SURF,2024-06-12,4:10:00 PM,0,0,,ug/L,1160,,,Long_Branch,Long Branch 1,RPD or range or CV of replicates exceeds established control,
TN,TN391 ,,,391,048,SURF,2024-06-12,4:10:00 PM,0,0,,ug/L,1280,,,Long_Branch,Long Branch 1,RPD or range or CV of replicates exceeds established control,
TN,TN1669 ,,,1669,048,SURF,2024-06-12,4:10:00 PM,0,0,,ug/L,1130,,,Long_Branch,Long Branch 1,RPD or range or CV of replicates exceeds established control,
TN,TN1670 ,,,1670,048,SURF,2024-06-12,4:10:00 PM,0,0,,ug/L,1090,,,Long_Branch,Long Branch 1,RPD or range or CV of replicates exceeds established control,
TN,TN1671 ,,,1671,048,SURF,2024-06-12,4:10:00 PM,0,0,,ug/L,1100,,,Long_Branch,Long Branch 1,RPD or range or CV of replicates exceeds established control,
TN,TN805 ,,,805,048,EPI,2024-07-10,4:26:00 PM,0,2.352,,ug/L,860,,,Long_Branch,Long Branch 1,,
TN,TN806 ,,,806,048,EPI,2024-07-10,4:26:00 PM,0,2.352,,ug/L,880,,,Long_Branch,Long Branch 1,,
TN,TN807 ,,,807,048,EPI,2024-07-10,4:26:00 PM,0,2.352,,ug/L,860,,,Long_Branch,Long Branch 1,,
TN,TN802 ,,,802,048,SURF,2024-07-10,4:26:00 PM,0,0,,ug/L,860,,,Long_Branch,Long Branch 1,,
TN,TN803 ,,,803,048,SURF,2024-07-10,4:26:00 PM,0,0,,ug/L,880,,,Long_Branch,Long Branch 1,,
TN,TN804 ,,,804,048,SURF,2024-07-10,4:26:00 PM,0,0,,ug/L,860,,,Long_Branch,Long Branch 1,,
TN,TN1204 ,,,1204,048,EPI,2024-07-31,3:25:00 PM,0,1.259,,ug/L,810,,,Long_Branch,Long Branch 1,,
TN,TN1205 ,,,1205,048,EPI,2024-07-31,3:25:00 PM,0,1.259,,ug/L,830,,,Long_Branch,Long Branch 1,,
TN,TN1206 ,,,1206,048,EPI,2024-07-31,3:25:00 PM,0,1.259,,ug/L,830,,,Long_Branch,Long Branch 1,,
TN,TN1201 ,,,1201,048,SURF,2024-07-31,3:25:00 PM,0,0,,ug/L,810,,,Long_Branch,Long Branch 1,,
TN,TN1202 ,,,1202,048,SURF,2024-07-31,3:25:00 PM,0,0,,ug/L,820,,,Long_Branch,Long Branch 1,,
TN,TN1203 ,,,1203,048,SURF,2024-07-31,3:25:00 PM,0,0,,ug/L,790,,,Long_Branch,Long Branch 1,,
TN,TN229 ,,,229,049,EPI,2024-06-05,10:10:00 AM,0,2.557,,ug/L,860,,,Macon,Macon 1,,
TN,TN230 ,,,230,049,EPI,2024-06-05,10:10:00 AM,0,2.557,,ug/L,890,,,Macon,Macon 1,,
TN,TN231 ,,,231,049,EPI,2024-06-05,10:10:00 AM,0,2.557,,ug/L,880,,,Macon,Macon 1,,
TN,TN226 ,,,226,049,SURF,2024-06-05,10:10:00 AM,0,0,,ug/L,860,,,Macon,Macon 1,,
TN,TN227 ,,,227,049,SURF,2024-06-05,10:10:00 AM,0,0,,ug/L,890,,,Macon,Macon 1,,
TN,TN228 ,,,228,049,SURF,2024-06-05,10:10:00 AM,0,0,,ug/L,850,,,Macon,Macon 1,,
TN,TN574 ,,,574,049,EPI,2024-06-24,9:29:00 AM,0,2.25,,ug/L,940,,,Macon,Macon 1,,
TN,TN575 ,,,575,049,EPI,2024-06-24,9:29:00 AM,0,2.25,,ug/L,910,,,Macon,Macon 1,,
TN,TN576 ,,,576,049,EPI,2024-06-24,9:29:00 AM,0,2.25,,ug/L,930,,,Macon,Macon 1,,
TN,TN571 ,,,571,049,SURF,2024-06-24,9:29:00 AM,0,0,,ug/L,980,,,Macon,Macon 1,,
TN,TN572 ,,,572,049,SURF,2024-06-24,9:29:00 AM,0,0,,ug/L,1020,,,Macon,Macon 1,,
TN,TN573 ,,,573,049,SURF,2024-06-24,9:29:00 AM,0,0,,ug/L,1000,,,Macon,Macon 1,,
TN,TN1003 ,,,1003,049,EPI,2024-07-22,9:47:00 AM,0,1.751,,ug/L,1590,,,Macon,Macon 1,,
TN,TN1004 ,,,1004,049,EPI,2024-07-22,9:47:00 AM,0,1.751,,ug/L,1490,,,Macon,Macon 1,,
TN,TN1005 ,,,1005,049,EPI,2024-07-22,9:47:00 AM,0,1.751,,ug/L,1480,,,Macon,Macon 1,,
TN,TN1000 ,,,1000,049,SURF,2024-07-22,9:47:00 AM,0,0,,ug/L,1410,,,Macon,Macon 1,,
TN,TN1001 ,,,1001,049,SURF,2024-07-22,9:47:00 AM,0,0,,ug/L,1480,,,Macon,Macon 1,,
TN,TN1002 ,,,1002,049,SURF,2024-07-22,9:47:00 AM,0,0,,ug/L,1440,,,Macon,Macon 1,,
TN,TN1309 ,,,1309,049,EPI,2024-08-07,4:26:00 PM,0,1.585,,ug/L,1510,,,Macon,Macon 1,,
TN,TN1310 ,,,1310,049,EPI,2024-08-07,4:26:00 PM,0,1.585,,ug/L,1590,,,Macon,Macon 1,,
TN,TN1311 ,,,1311,049,EPI,2024-08-07,4:26:00 PM,0,1.585,,ug/L,1610,,,Macon,Macon 1,,
TN,TN1306 ,,,1306,049,SURF,2024-08-07,4:26:00 PM,0,0,,ug/L,1580,,,Macon,Macon 1,,
TN,TN1307 ,,,1307,049,SURF,2024-08-07,4:26:00 PM,0,0,,ug/L,1680,,,Macon,Macon 1,,
TN,TN1308 ,,,1308,049,SURF,2024-08-07,4:26:00 PM,0,0,,ug/L,1530,,,Macon,Macon 1,,
TN,TN103 ,,,103,053,EPI,2024-05-22,9:45:00 AM,0,1.331,,ug/L,1190,,,Memphis_City,Memphis City 1,RPD or range or CV of replicates exceeds established control,
TN,TN104 ,,,104,053,EPI,2024-05-22,9:45:00 AM,0,1.331,,ug/L,1230,,,Memphis_City,Memphis City 1,RPD or range or CV of replicates exceeds established control,
TN,TN1633 ,,,1633,053,EPI,2024-05-22,9:45:00 AM,0,1.331,,ug/L,1070,,,Memphis_City,Memphis City 1,RPD or range or CV of replicates exceeds established control,
TN,TN1634 ,,,1634,053,EPI,2024-05-22,9:45:00 AM,0,1.331,,ug/L,1060,,,Memphis_City,Memphis City 1,RPD or range or CV of replicates exceeds established control,
TN,TN1635 ,,,1635,053,EPI,2024-05-22,9:45:00 AM,0,1.331,,ug/L,1040,,,Memphis_City,Memphis City 1,RPD or range or CV of replicates exceeds established control,
TN,TN100 ,,,100,053,SURF,2024-05-22,9:45:00 AM,0,0,,ug/L,1220,,,Memphis_City,Memphis City 1,,
TN,TN101 ,,,101,053,SURF,2024-05-22,9:45:00 AM,0,0,,ug/L,1210,,,Memphis_City,Memphis City 1,,
TN,TN102 ,,,102,053,SURF,2024-05-22,9:45:00 AM,0,0,,ug/L,1190,,,Memphis_City,Memphis City 1,,
TN,TN406 ,,,406,053,EPI,2024-06-12,9:19:00 AM,0,1.031,,ug/L,1570,,,Memphis_City,Memphis City 1,,
TN,TN407 ,,,407,053,EPI,2024-06-12,9:19:00 AM,0,1.031,,ug/L,1560,,,Memphis_City,Memphis City 1,,
TN,TN408 ,,,408,053,EPI,2024-06-12,9:19:00 AM,0,1.031,,ug/L,1550,,,Memphis_City,Memphis City 1,,
TN,TN395 ,,,395,053,SURF,2024-06-12,9:19:00 AM,0,0,,ug/L,1510,,,Memphis_City,Memphis City 1,,
TN,TN396 ,,,396,053,SURF,2024-06-12,9:19:00 AM,0,0,,ug/L,1620,,,Memphis_City,Memphis City 1,,
TN,TN397 ,,,397,053,SURF,2024-06-12,9:19:00 AM,0,0,,ug/L,1560,,,Memphis_City,Memphis City 1,,
TN,TN811 ,,,811,053,EPI,2024-07-10,9:57:00 AM,0,0.976,,ug/L,1800,,,Memphis_City,Memphis City 1,,
TN,TN812 ,,,812,053,EPI,2024-07-10,9:57:00 AM,0,0.976,,ug/L,1970,,,Memphis_City,Memphis City 1,,
TN,TN813 ,,,813,053,EPI,2024-07-10,9:57:00 AM,0,0.976,,ug/L,1940,,,Memphis_City,Memphis City 1,,
TN,TN808 ,,,808,053,SURF,2024-07-10,9:57:00 AM,0,0,,ug/L,1870,,,Memphis_City,Memphis City 1,,
TN,TN809 ,,,809,053,SURF,2024-07-10,9:57:00 AM,0,0,,ug/L,1890,,,Memphis_City,Memphis City 1,,
TN,TN810 ,,,810,053,SURF,2024-07-10,9:57:00 AM,0,0,,ug/L,1900,,,Memphis_City,Memphis City 1,,
TN,TN1174 ,,,1174,053,EPI,2024-07-31,8:39:00 AM,0,1.027,,ug/L,2080,,,Memphis_City,Memphis City 1,,
TN,TN1175 ,,,1175,053,EPI,2024-07-31,8:39:00 AM,0,1.027,,ug/L,2060,,,Memphis_City,Memphis City 1,,
TN,TN1176 ,,,1176,053,EPI,2024-07-31,8:39:00 AM,0,1.027,,ug/L,2010,,,Memphis_City,Memphis City 1,,
TN,TN1171 ,,,1171,053,SURF,2024-07-31,8:39:00 AM,0,0,,ug/L,2000,,,Memphis_City,Memphis City 1,,
TN,TN1172 ,,,1172,053,SURF,2024-07-31,8:39:00 AM,0,0,,ug/L,2050,,,Memphis_City,Memphis City 1,,
TN,TN1173 ,,,1173,053,SURF,2024-07-31,8:39:00 AM,0,0,,ug/L,2030,,,Memphis_City,Memphis City 1,,
TN,TN115 ,,,115,057,EPI,2024-05-22,1:24:00 PM,0,0.75,,ug/L,950,,,Deer_Ridge,Deer Ridge 1,,
TN,TN116 ,,,116,057,EPI,2024-05-22,1:24:00 PM,0,0.75,,ug/L,920,,,Deer_Ridge,Deer Ridge 1,,
TN,TN117 ,,,117,057,EPI,2024-05-22,1:24:00 PM,0,0.75,,ug/L,990,,,Deer_Ridge,Deer Ridge 1,,
TN,TN112 ,,,112,057,SURF,2024-05-22,1:24:00 PM,0,0,,ug/L,860,,,Deer_Ridge,Deer Ridge 1,,
TN,TN113 ,,,113,057,SURF,2024-05-22,1:24:00 PM,0,0,,ug/L,910,,,Deer_Ridge,Deer Ridge 1,,
TN,TN114 ,,,114,057,SURF,2024-05-22,1:24:00 PM,0,0,,ug/L,890,,,Deer_Ridge,Deer Ridge 1,,
TN,TN380 ,,,380,057,EPI,2024-06-12,12:49:00 PM,0,0.518,,ug/L,910,,,Deer_Ridge,Deer Ridge 1,RPD or range or CV of replicates exceeds established control,
TN,TN381 ,,,381,057,EPI,2024-06-12,12:49:00 PM,0,0.518,,ug/L,890,,,Deer_Ridge,Deer Ridge 1,RPD or range or CV of replicates exceeds established control,
TN,TN1666 ,,,1666,057,EPI,2024-06-12,12:49:00 PM,0,0.518,,ug/L,770,,,Deer_Ridge,Deer Ridge 1,RPD or range or CV of replicates exceeds established control,
TN,TN1667 ,,,1667,057,EPI,2024-06-12,12:49:00 PM,0,0.518,,ug/L,810,,,Deer_Ridge,Deer Ridge 1,RPD or range or CV of replicates exceeds established control,
TN,TN1668 ,,,1668,057,EPI,2024-06-12,12:49:00 PM,0,0.518,,ug/L,840,,,Deer_Ridge,Deer Ridge 1,RPD or range or CV of replicates exceeds established control,
TN,TN377 ,,,377,057,SURF,2024-06-12,12:49:00 PM,0,0,,ug/L,920,,,Deer_Ridge,Deer Ridge 1,,
TN,TN378 ,,,378,057,SURF,2024-06-12,12:49:00 PM,0,0,,ug/L,900,,,Deer_Ridge,Deer Ridge 1,,
TN,TN379 ,,,379,057,SURF,2024-06-12,12:49:00 PM,0,0,,ug/L,910,,,Deer_Ridge,Deer Ridge 1,,
TN,TN775 ,,,775,057,EPI,2024-07-10,1:15:00 PM,0,1.158,,ug/L,670,,,Deer_Ridge,Deer Ridge 1,,
TN,TN776 ,,,776,057,EPI,2024-07-10,1:15:00 PM,0,1.158,,ug/L,660,,,Deer_Ridge,Deer Ridge 1,,
TN,TN777 ,,,777,057,EPI,2024-07-10,1:15:00 PM,0,1.158,,ug/L,670,,,Deer_Ridge,Deer Ridge 1,,
TN,TN772 ,,,772,057,SURF,2024-07-10,1:15:00 PM,0,0,,ug/L,640,,,Deer_Ridge,Deer Ridge 1,,
TN,TN773 ,,,773,057,SURF,2024-07-10,1:15:00 PM,0,0,,ug/L,670,,,Deer_Ridge,Deer Ridge 1,,
TN,TN774 ,,,774,057,SURF,2024-07-10,1:15:00 PM,0,0,,ug/L,670,,,Deer_Ridge,Deer Ridge 1,,
TN,TN1186 ,,,1186,057,EPI,2024-07-31,12:09:00 AM,0,1.534,,ug/L,890,,,Deer_Ridge,Deer Ridge 1,,
TN,TN1187 ,,,1187,057,EPI,2024-07-31,12:09:00 AM,0,1.534,,ug/L,850,,,Deer_Ridge,Deer Ridge 1,,
TN,TN1188 ,,,1188,057,EPI,2024-07-31,12:09:00 AM,0,1.534,,ug/L,850,,,Deer_Ridge,Deer Ridge 1,,
TN,TN1183 ,,,1183,057,SURF,2024-07-31,12:09:00 AM,0,0,,ug/L,860,,,Deer_Ridge,Deer Ridge 1,RPD or range or CV of replicates exceeds established control,
TN,TN1185 ,,,1185,057,SURF,2024-07-31,12:09:00 AM,0,0,,ug/L,870,,,Deer_Ridge,Deer Ridge 1,RPD or range or CV of replicates exceeds established control,
TN,TN1741 ,,,1741,057,SURF,2024-07-31,12:09:00 AM,0,0,,ug/L,780,,,Deer_Ridge,Deer Ridge 1,RPD or range or CV of replicates exceeds established control,
TN,TN1742 ,,,1742,057,SURF,2024-07-31,12:09:00 AM,0,0,,ug/L,790,,,Deer_Ridge,Deer Ridge 1,RPD or range or CV of replicates exceeds established control,
TN,TN1743 ,,,1743,057,SURF,2024-07-31,12:09:00 AM,0,0,,ug/L,770,,,Deer_Ridge,Deer Ridge 1,RPD or range or CV of replicates exceeds established control,
TN,TN187 ,,,187,070,EPI,2024-05-29,7:50:00 AM,0,1.029,,ug/L,1130,,,North,North 1,,
TN,TN188 ,,,188,070,EPI,2024-05-29,7:50:00 AM,0,1.029,,ug/L,1150,,,North,North 1,,
TN,TN189 ,,,189,070,EPI,2024-05-29,7:50:00 AM,0,1.029,,ug/L,1160,,,North,North 1,,
TN,TN184 ,,,184,070,SURF,2024-05-29,7:50:00 AM,0,0,,ug/L,1200,,,North,North 1,,
TN,TN185 ,,,185,070,SURF,2024-05-29,7:50:00 AM,0,0,,ug/L,1260,,,North,North 1,,
TN,TN186 ,,,186,070,SURF,2024-05-29,7:50:00 AM,0,0,,ug/L,1210,,,North,North 1,,
TN,TN487 ,,,487,070,EPI,2024-06-19,7:37:00 AM,0,1.753,,ug/L,1400,,,North,North 1,,
TN,TN488 ,,,488,070,EPI,2024-06-19,7:37:00 AM,0,1.753,,ug/L,1400,,,North,North 1,,
TN,TN489 ,,,489,070,EPI,2024-06-19,7:37:00 AM,0,1.753,,ug/L,1490,,,North,North 1,,
TN,TN484 ,,,484,070,SURF,2024-06-19,7:37:00 AM,0,0,,ug/L,1480,,,North,North 1,,
TN,TN485 ,,,485,070,SURF,2024-06-19,7:37:00 AM,0,0,,ug/L,1480,,,North,North 1,,
TN,TN486 ,,,486,070,SURF,2024-06-19,7:37:00 AM,0,0,,ug/L,1450,,,North,North 1,,
TN,TN878 ,,,878,070,EPI,2024-07-16,7:35:00 AM,0,0.755,,ug/L,1660,,,North,North 1,,
TN,TN879 ,,,879,070,EPI,2024-07-16,7:35:00 AM,0,0.755,,ug/L,1730,,,North,North 1,,
TN,TN880 ,,,880,070,EPI,2024-07-16,7:35:00 AM,0,0.755,,ug/L,1660,,,North,North 1,,
TN,TN875 ,,,875,070,SURF,2024-07-16,7:35:00 AM,0,0,,ug/L,1590,,,North,North 1,,
TN,TN876 ,,,876,070,SURF,2024-07-16,7:35:00 AM,0,0,,ug/L,1630,,,North,North 1,,
TN,TN877 ,,,877,070,SURF,2024-07-16,7:35:00 AM,0,0,,ug/L,1640,,,North,North 1,,
TN,TN1261 ,,,1261,070,EPI,2024-08-06,7:59:00 AM,0,1.024,,ug/L,1810,,,North,North 1,,
TN,TN1262 ,,,1262,070,EPI,2024-08-06,7:59:00 AM,0,1.024,,ug/L,1840,,,North,North 1,,
TN,TN1263 ,,,1263,070,EPI,2024-08-06,7:59:00 AM,0,1.024,,ug/L,1940,,,North,North 1,,
TN,TN1258 ,,,1258,070,SURF,2024-08-06,7:59:00 AM,0,0,,ug/L,1730,,,North,North 1,,
TN,TN1259 ,,,1259,070,SURF,2024-08-06,7:59:00 AM,0,0,,ug/L,1820,,,North,North 1,,
TN,TN1260 ,,,1260,070,SURF,2024-08-06,7:59:00 AM,0,0,,ug/L,1830,,,North,North 1,,
TN,TN769 ,,,769,072,EPI,2024-07-09,12:07:00 PM,0,2.5,,ug/L,760,,,Smithville,Smithville 1,,
TN,TN770 ,,,770,072,EPI,2024-07-09,12:07:00 PM,0,2.5,,ug/L,770,,,Smithville,Smithville 1,,
TN,TN771 ,,,771,072,EPI,2024-07-09,12:07:00 PM,0,2.5,,ug/L,760,,,Smithville,Smithville 1,,
TN,TN766 ,,,766,072,SURF,2024-07-09,12:07:00 PM,0,0,,ug/L,750,,,Smithville,Smithville 1,,
TN,TN767 ,,,767,072,SURF,2024-07-09,12:07:00 PM,0,0,,ug/L,780,,,Smithville,Smithville 1,,
TN,TN768 ,,,768,072,SURF,2024-07-09,12:07:00 PM,0,0,,ug/L,780,,,Smithville,Smithville 1,,
TN,TN1291 ,,,1291,072,EPI,2024-08-06,12:46:00 PM,0,7.394,,ug/L,940,,,Smithville,Smithville 1,RPD or range or CV of replicates exceeds established control,
TN,TN1292 ,,,1292,072,EPI,2024-08-06,12:46:00 PM,0,7.394,,ug/L,1090,,,Smithville,Smithville 1,RPD or range or CV of replicates exceeds established control,
TN,TN1293 ,,,1293,072,EPI,2024-08-06,12:46:00 PM,0,7.394,,ug/L,1080,,,Smithville,Smithville 1,RPD or range or CV of replicates exceeds established control,
TN,TN1751 ,,,1751,072,EPI,2024-08-06,12:46:00 PM,0,7.394,,ug/L,1090,,,Smithville,Smithville 1,RPD or range or CV of replicates exceeds established control,
